0; 1289.091;1289.091
1; 1298.2355;1289.091
2; 1246.4918;1246.4918
3; 1246.4918;1246.4918
4; 1255.4362;1246.4918
5; 1246.4918;1246.4918
6; 1326.7651;1246.4918
7; 1246.4918;1246.4918
8; 1248.7826;1246.4918
9; 1246.4918;1246.4918
10; 1266.9634;1246.4918
11; 1294.1432;1246.4918
12; 1303.1313;1246.4918
13; 1252.8306;1246.4918
14; 1246.4918;1246.4918
15; 1246.4918;1246.4918
16; 1246.4918;1246.4918
17; 1246.4918;1246.4918
18; 1245.9016;1245.9016
19; 1245.9016;1245.9016
20; 1238.9335;1238.9335
21; 1238.9335;1238.9335
22; 1274.3418;1238.9335
23; 1243.3794;1238.9335
24; 1238.9335;1238.9335
25; 1259.4131;1238.9335
26; 1317.4906;1238.9335
27; 1237.4492;1237.4492
28; 1237.4492;1237.4492
29; 1237.4492;1237.4492
30; 1248.9631;1237.4492
31; 1237.4492;1237.4492
32; 1237.4492;1237.4492
33; 1237.9507;1237.4492
34; 1237.541;1237.4492
35; 1240.8491;1237.4492
36; 1244.6072;1237.4492
37; 1264.9612;1237.4492
38; 1276.5013;1237.4492
39; 1248.9631;1237.4492
40; 1237.4492;1237.4492
41; 1244.6072;1237.4492
42; 1237.4492;1237.4492
43; 1257.2623;1237.4492
44; 1237.4492;1237.4492
45; 1237.4492;1237.4492
46; 1243.4271;1237.4492
47; 1247.4618;1237.4492
48; 1243.4271;1237.4492
49; 1239.7401;1237.4492
50; 1307.9991;1237.4492
51; 1239.74;1237.4492
52; 1246.5938;1237.4492
53; 1237.4492;1237.4492
54; 1237.4492;1237.4492
55; 1237.4492;1237.4492
56; 1252.0243;1237.4492
57; 1239.0024;1237.4492
58; 1283.0817;1237.4492
59; 1237.4492;1237.4492
60; 1269.793;1237.4492
61; 1245.4092;1237.4492
62; 1278.9825;1237.4492
63; 1266.0822;1237.4492
64; 1240.7367;1237.4492
65; 1245.4092;1237.4492
66; 1237.4492;1237.4492
67; 1303.8209;1237.4492
68; 1325.0452;1237.4492
69; 1265.9417;1237.4492
70; 1237.4492;1237.4492
71; 1237.4492;1237.4492
72; 1237.4492;1237.4492
73; 1248.9265;1237.4492
74; 1271.8417;1237.4492
75; 1271.4369;1237.4492
76; 1256.1038;1237.4492
77; 1256.7115;1237.4492
78; 1269.9783;1237.4492
79; 1281.2307;1237.4492
80; 1237.4492;1237.4492
81; 1237.4492;1237.4492
82; 1245.4092;1237.4492
83; 1237.4492;1237.4492
84; 1241.7662;1237.4492
85; 1260.1111;1237.4492
86; 1296.749;1237.4492
87; 1278.3846;1237.4492
88; 1237.4492;1237.4492
89; 1237.4492;1237.4492
90; 1254.4233;1237.4492
91; 1257.9596;1237.4492
92; 1246.5686;1237.4492
93; 1246.5686;1237.4492
94; 1248.8594;1237.4492
95; 1245.4092;1237.4492
96; 1260.1111;1237.4492
97; 1306.2853;1237.4492
98; 1256.5801;1237.4492
99; 1243.6252;1237.4492
100; 1307.7325;1237.4492
101; 1244.6072;1237.4492
102; 1237.4492;1237.4492
103; 1242.5458;1237.4492
104; 1246.5686;1237.4492
105; 1237.4492;1237.4492
106; 1280.2753;1237.4492
107; 1237.4492;1237.4492
108; 1239.7401;1237.4492
109; 1244.6072;1237.4492
110; 1237.4492;1237.4492
111; 1331.1573;1237.4492
112; 1237.4492;1237.4492
113; 1255.5107;1237.4492
114; 1237.4492;1237.4492
115; 1243.401;1237.4492
116; 1239.74;1237.4492
117; 1237.4492;1237.4492
118; 1290.4442;1237.4492
119; 1270.6636;1237.4492
120; 1244.6072;1237.4492
121; 1260.6871;1237.4492
122; 1267.202;1237.4492
123; 1237.9507;1237.4492
124; 1328.3881;1237.4492
125; 1237.4492;1237.4492
126; 1334.7123;1237.4492
127; 1246.5686;1237.4492
128; 1244.6072;1237.4492
129; 1260.147;1237.4492
130; 1245.4092;1237.4492
131; 1237.4492;1237.4492
132; 1237.4492;1237.4492
133; 1236.7745;1236.7745
134; 1280.412;1236.7745
135; 1236.7745;1236.7745
136; 1294.1896;1236.7745
137; 1274.6879;1236.7745
138; 1286.7902;1236.7745
139; 1238.4349;1236.7745
140; 1235.3718;1235.3718
141; 1270.5746;1235.3718
142; 1235.3718;1235.3718
