;Current Best;Average;Worst;Global Best
606;816,67694;878,9628;1284,14;816,67694
607;816,67694;876,78815;1304,1257;816,67694
608;816,67694;874,14716;1252,0641;816,67694
609;816,67694;876,19574;1212,2919;816,67694
610;816,67694;877,7474;1323,3785;816,67694
611;816,67694;888,2512;1245,5929;816,67694
612;816,67694;887,97815;1426,6615;816,67694
613;816,67694;885,0146;1270,4078;816,67694
614;816,67694;877,8139;1270,1846;816,67694
615;816,67694;875,5883;1219,9849;816,67694
616;816,67694;879,879;1349,7653;816,67694
617;816,67694;887,7628;1386,0704;816,67694
618;816,67694;878,4843;1314,1361;816,67694
619;816,67694;876,0241;1278,4811;816,67694
620;816,67694;876,3653;1297,4059;816,67694
621;816,67694;887,739;1346,767;816,67694
622;816,67694;886,0326;1315,8896;816,67694
623;816,67694;878,6643;1232,034;816,67694
624;816,67694;875,1319;1219,9849;816,67694
625;816,67694;880,80853;1203,4785;816,67694
626;816,67694;894,5886;1293,2646;816,67694
627;816,67694;903,5544;1337,5592;816,67694
628;816,67694;886,334;1373,1733;816,67694
629;816,67694;880,7135;1251,3402;816,67694
630;816,67694;888,6162;1211,3065;816,67694
631;816,67694;877,2028;1224,3475;816,67694
632;816,67694;869,0375;1211,3065;816,67694
633;816,67694;891,6695;1394,8835;816,67694
634;816,67694;885,7035;1239,8018;816,67694
635;816,67694;891,0951;1284,4724;816,67694
636;816,67694;878,64246;1335,2883;816,67694
637;816,67694;884,52356;1253,9515;816,67694
638;816,67694;890,6114;1343,479;816,67694
639;816,67694;875,3024;1259,2072;816,67694
640;816,67694;885,025;1535,4637;816,67694
641;816,67694;870,62006;1255,4857;816,67694
642;816,67694;877,74915;1175,139;816,67694
643;816,67694;893,35834;1336,3228;816,67694
644;816,67694;901,5107;1395,9923;816,67694
645;816,67694;881,355;1327,7426;816,67694
646;816,67694;886,7268;1447,065;816,67694
647;816,67694;888,03796;1291,2671;816,67694
648;816,67694;880,7614;1177,2477;816,67694
649;816,67694;879,3836;1377,3646;816,67694
650;816,67694;872,001;1324,8707;816,67694
651;816,67694;885,77026;1275,0581;816,67694
652;816,67694;864,18286;1221,2949;816,67694
653;816,67694;872,6451;1246,0452;816,67694
654;816,67694;879,16394;1403,0936;816,67694
655;816,67694;886,42145;1395,003;816,67694
656;816,67694;876,4911;1363,0203;816,67694
657;816,67694;879,98193;1260,8169;816,67694
658;816,67694;878,4023;1297,7351;816,67694
659;816,67694;875,62366;1255,9749;816,67694
660;816,67694;881,05035;1219,9849;816,67694
661;816,67694;879,49255;1299,8843;816,67694
662;816,67694;876,23474;1252,9949;816,67694
663;816,67694;889,40796;1414,4432;816,67694
664;816,67694;877,50616;1376,489;816,67694
665;816,67694;875,3073;1309,3699;816,67694
666;816,67694;879,52655;1326,3782;816,67694
667;816,67694;886,72833;1311,416;816,67694
668;816,67694;870,3798;1219,9849;816,67694
669;816,67694;871,81586;1190,771;816,67694
670;816,67694;870,65796;1211,3065;816,67694
671;816,67694;881,53973;1175,139;816,67694
672;816,67694;887,76654;1232,022;816,67694
673;816,67694;882,01776;1320,301;816,67694
674;816,67694;882,42224;1278,6012;816,67694
675;816,67694;881,90576;1279,7036;816,67694
676;816,67694;871,04004;1271,4097;816,67694
677;816,67694;875,5308;1373,8724;816,67694
678;816,67694;882,3113;1219,9849;816,67694
679;816,67694;882,94604;1290,2269;816,67694
680;816,67694;890,9633;1239,4448;816,67694
681;816,67694;886,6037;1233,1431;816,67694
682;816,67694;881,62695;1429,0961;816,67694
683;816,67694;870,4587;1211,3065;816,67694
684;816,67694;881,91315;1293,2494;816,67694
685;816,67694;881,1191;1272,9591;816,67694
686;816,67694;886,0036;1381,0952;816,67694
687;816,67694;878,38995;1382,6744;816,67694
688;816,67694;876,4106;1277,9249;816,67694
689;816,67694;868,02466;1191,667;816,67694
690;816,67694;876,19183;1267,2937;816,67694
691;816,67694;883,34326;1186,3453;816,67694
692;816,67694;879,32446;1261,6056;816,67694
693;816,67694;884,26196;1379,8145;816,67694
694;816,67694;875,27203;1275,575;816,67694
695;816,67694;869,60785;1232,3234;816,67694
696;816,67694;875,32306;1217,0482;816,67694
697;816,67694;879,4276;1244,5925;816,67694
698;816,67694;885,3144;1263,179;816,67694
699;816,67694;879,1032;1407,9519;816,67694
700;816,67694;877,1517;1257,1508;816,67694
701;816,67694;877,9667;1317,88;816,67694
702;816,67694;881,1317;1254,5791;816,67694
703;816,67694;874,82324;1246,2443;816,67694
704;816,67694;884,3086;1322,1923;816,67694
705;816,67694;892,4294;1351,6543;816,67694
706;816,67694;878,22217;1296,9769;816,67694
707;816,67694;875,0521;1313,2854;816,67694
708;816,67694;875,9113;1347,5814;816,67694
709;816,67694;882,92847;1268,3888;816,67694
710;816,67694;876,755;1211,1028;816,67694
711;816,67694;870,9011;1227,9011;816,67694
712;816,67694;875,89014;1359,9003;816,67694
713;816,67694;876,73096;1344,0474;816,67694
714;816,67694;880,8868;1271,9032;816,67694
715;816,67694;879,29895;1283,132;816,67694
716;816,67694;885,34985;1227,3794;816,67694
717;816,67694;872,3564;1273,3206;816,67694
718;816,67694;871,7213;1341,28;816,67694
719;816,67694;892,6591;1363,9685;816,67694
720;816,67694;867,8209;1237,5562;816,67694
721;816,67694;878,0031;1303,9602;816,67694
722;816,67694;887,8227;1370,2114;816,67694
723;816,67694;881,9771;1264,5154;816,67694
724;816,67694;884,8021;1325,292;816,67694
725;816,67694;886,10657;1479,1829;816,67694
726;816,67694;878,7053;1168,8688;816,67694
727;816,67694;878,7096;1255,5837;816,67694
728;816,67694;891,8376;1413,127;816,67694
729;816,67694;878,0148;1287,16;816,67694
730;816,67694;893,38416;1338,4489;816,67694
731;816,67694;891,27045;1256,6556;816,67694
732;816,67694;886,04846;1318,4729;816,67694
733;816,67694;879,61755;1311,8705;816,67694
734;816,67694;871,6793;1219,9849;816,67694
735;816,67694;886,10315;1301,4641;816,67694
736;816,67694;891,0741;1326,3573;816,67694
737;816,67694;875,0802;1309,1265;816,67694
738;816,67694;872,19916;1297,1818;816,67694
739;816,67694;869,17694;1210,0337;816,67694
740;816,67694;879,7499;1286,8384;816,67694
741;816,67694;878,45544;1301,7144;816,67694
742;816,67694;890,946;1258,0537;816,67694
743;816,67694;870,41174;1220,6124;816,67694
744;816,67694;882,90356;1290,5483;816,67694
745;816,67694;879,8524;1338,6328;816,67694
746;816,67694;866,4139;1219,9849;816,67694
747;816,67694;873,56104;1213,1367;816,67694
748;816,67694;879,6401;1211,3065;816,67694
749;816,67694;883,9092;1236,3209;816,67694
750;816,67694;877,5634;1295,9563;816,67694
751;816,67694;891,4843;1381,9608;816,67694
752;816,67694;881,6106;1234,7551;816,67694
753;816,67694;882,14954;1300,9199;816,67694
754;816,67694;890,65314;1442,4972;816,67694
755;816,67694;869,829;1251,212;816,67694
756;816,67694;886,7849;1459,2166;816,67694
757;816,67694;884,39905;1333,4103;816,67694
758;816,67694;890,4651;1334,0911;816,67694
759;816,67694;877,06616;1240,5497;816,67694
760;816,67694;878,49884;1352,9152;816,67694
761;816,67694;883,0004;1233,8733;816,67694
762;816,67694;884,2793;1244,2037;816,67694
763;816,67694;880,2887;1246,5549;816,67694
764;816,67694;884,83466;1258,7327;816,67694
765;816,67694;883,709;1252,5675;816,67694
766;816,67694;879,40936;1430,7388;816,67694
767;816,67694;886,3569;1293,6646;816,67694
768;816,67694;863,82;1211,3065;816,67694
769;816,67694;873,0166;1219,9849;816,67694
770;816,67694;877,87695;1235,9938;816,67694
771;816,67694;882,7874;1217,0781;816,67694
772;816,67694;873,6693;1247,2179;816,67694
773;816,67694;879,4106;1402,2223;816,67694
774;816,67694;889,85077;1278,6165;816,67694
775;816,67694;874,56604;1255,399;816,67694
776;816,67694;882,49677;1280,0643;816,67694
777;816,67694;881,55444;1310,9419;816,67694
778;816,67694;875,20465;1469,9716;816,67694
779;816,67694;874,24176;1237,0565;816,67694
780;816,67694;865,8396;1264,5333;816,67694
781;816,67694;879,4343;1289,4221;816,67694
782;816,67694;877,61273;1271,2645;816,67694
783;816,67694;880,2544;1219,9849;816,67694
784;816,67694;879,436;1233,6477;816,67694
785;816,67694;882,2525;1219,9849;816,67694
786;816,67694;895,15283;1402,5886;816,67694
787;816,67694;881,4177;1341,1744;816,67694
788;816,67694;879,30133;1247,9033;816,67694
789;816,67694;866,49664;1262,7196;816,67694
790;816,67694;883,29315;1311,7495;816,67694
791;816,67694;882,7881;1278,2529;816,67694
792;816,67694;883,1053;1222,8605;816,67694
793;816,67694;872,8942;1251,0015;816,67694
794;816,67694;877,69165;1257,5994;816,67694
795;816,67694;875,5912;1243,0157;816,67694
796;816,67694;864,74054;1219,9849;816,67694
797;816,67694;875,18353;1218,7305;816,67694
798;816,67694;883,1176;1355,0336;816,67694
799;816,67694;879,0821;1260,3896;816,67694
800;816,67694;880,6258;1261,2241;816,67694
801;816,67694;873,9654;1267,7129;816,67694
802;816,67694;870,5034;1332,2509;816,67694
803;816,67694;884,3542;1370,3228;816,67694
804;816,67694;888,93353;1300,0452;816,67694
805;816,67694;873,40564;1334,836;816,67694
806;816,67694;879,896;1407,3649;816,67694
807;816,67694;877,72473;1224,2917;816,67694
808;816,67694;893,32983;1335,957;816,67694
809;816,67694;878,4265;1319,2286;816,67694
810;816,67694;881,8595;1238,451;816,67694
811;816,67694;875,8796;1256,7278;816,67694
812;816,67694;878,9875;1280,879;816,67694
813;816,67694;883,66016;1260,2367;816,67694
814;816,67694;878,9627;1242,7201;816,67694
815;816,67694;874,87994;1219,9849;816,67694
816;816,67694;870,7762;1281,7083;816,67694
817;816,67694;883,7435;1311,448;816,67694
818;816,67694;882,1597;1348,6421;816,67694
819;816,67694;875,0082;1313,2405;816,67694
820;816,67694;882,5515;1237,7203;816,67694
821;816,67694;878,46;1286,1978;816,67694
822;816,67694;871,3464;1219,9849;816,67694
823;816,67694;872,16473;1233,37;816,67694
824;816,67694;869,0444;1202,7316;816,67694
825;816,67694;866,7584;1267,8917;816,67694
826;816,67694;877,7181;1342,8402;816,67694
827;816,67694;876,2499;1241,9066;816,67694
828;816,67694;873,349;1319,0042;816,67694
829;816,67694;876,11096;1204,0092;816,67694
830;816,67694;872,9914;1249,3842;816,67694
831;816,67694;881,2096;1216,8873;816,67694
832;816,67694;879,08875;1268,6722;816,67694
833;816,67694;881,95123;1266,8494;816,67694
834;816,67694;876,06647;1271,6431;816,67694
835;816,67694;889,86224;1222,6864;816,67694
836;816,67694;877,87354;1226,3652;816,67694
837;816,67694;883,21014;1249,0844;816,67694
838;816,67694;884,6827;1376,3011;816,67694
839;816,67694;883,5364;1366,2059;816,67694
840;816,67694;888,2194;1426,4755;816,67694
841;816,67694;872,73334;1265,9841;816,67694
842;816,67694;873,3665;1220,2479;816,67694
843;816,67694;890,61176;1279,8549;816,67694
844;816,67694;878,00714;1248,4645;816,67694
845;816,67694;868,3633;1267,813;816,67694
846;816,67694;868,5975;1211,3065;816,67694
847;816,67694;874,224;1258,0201;816,67694
848;816,67694;876,8161;1372,4642;816,67694
849;816,67694;872,38367;1249,176;816,67694
850;816,67694;863,25775;1233,609;816,67694
851;816,67694;872,9593;1300,7671;816,67694
852;816,67694;883,7898;1259,409;816,67694
853;816,67694;886,0206;1305,8536;816,67694
854;816,67694;881,858;1324,1133;816,67694
855;816,67694;881,9402;1219,2778;816,67694
856;816,67694;890,79877;1225,7544;816,67694
857;816,67694;870,62555;1211,3065;816,67694
858;816,67694;883,5826;1256,6074;816,67694
859;816,67694;888,66144;1233,8025;816,67694
860;816,67694;869,42523;1219,4683;816,67694
861;816,67694;875,6608;1351,774;816,67694
862;816,67694;887,084;1349,7076;816,67694
863;816,67694;881,0812;1433,2262;816,67694
864;816,67694;881,6735;1335,9613;816,67694
865;816,67694;882,62213;1234,2489;816,67694
866;816,67694;874,0319;1261,4364;816,67694
867;816,67694;883,8858;1270,2936;816,67694
868;816,67694;871,15967;1328,1969;816,67694
869;816,67694;874,4266;1219,7018;816,67694
870;816,67694;879,6315;1289,4811;816,67694
871;816,67694;883,7743;1389,6825;816,67694
872;816,67694;880,62933;1209,3911;816,67694
873;816,67694;867,97394;1211,3065;816,67694
874;816,67694;868,12854;1211,3065;816,67694
875;816,67694;878,856;1267,0414;816,67694
876;816,67694;871,06165;1338,5844;816,67694
877;816,67694;870,01733;1275,2206;816,67694
878;816,67694;889,0396;1323,4285;816,67694
879;816,67694;875,4205;1303,3322;816,67694
880;816,67694;898,5549;1302,4309;816,67694
881;816,67694;870,99786;1257,5638;816,67694
882;816,67694;888,6132;1390,2893;816,67694
883;816,67694;873,86896;1290,3022;816,67694
884;816,67694;889,68066;1398,5493;816,67694
885;816,67694;887,3392;1321,1987;816,67694
886;816,67694;882,23376;1219,9849;816,67694
887;816,67694;886,14453;1270,7264;816,67694
888;816,67694;888,0563;1373,4625;816,67694
889;816,67694;877,359;1410,5461;816,67694
890;816,67694;884,0261;1361,1323;816,67694
891;816,67694;883,0392;1248,561;816,67694
892;816,67694;885,6448;1247,2179;816,67694
893;816,67694;881,8128;1294,7292;816,67694
894;816,67694;876,2361;1327,1388;816,67694
895;816,67694;884,8262;1305,1206;816,67694
896;816,67694;879,59143;1345,4735;816,67694
897;816,67694;885,73975;1268,7039;816,67694
898;816,67694;871,68146;1333,4719;816,67694
899;816,67694;869,49133;1162,044;816,67694
900;816,67694;878,78546;1259,946;816,67694
901;816,67694;874,4688;1342,83;816,67694
902;816,67694;878,0738;1317,1615;816,67694
903;816,67694;880,06793;1364,7997;816,67694
904;816,67694;873,06384;1243,1896;816,67694
905;816,67694;879,2549;1301,8665;816,67694
906;816,67694;874,6508;1330,0371;816,67694
907;816,67694;883,46893;1305,5868;816,67694
908;816,67694;885,63904;1294,379;816,67694
909;816,67694;876,681;1399,747;816,67694
910;816,67694;877,04443;1266,4885;816,67694
911;816,67694;883,71466;1436,1666;816,67694
912;816,67694;879,4275;1304,3975;816,67694
913;816,67694;881,3624;1217,3069;816,67694
914;816,67694;877,272;1299,6055;816,67694
915;816,67694;884,11224;1237,899;816,67694
916;816,67694;864,4517;1237,6982;816,67694
917;816,67694;887,21185;1312,8257;816,67694
918;816,67694;879,09064;1372,5039;816,67694
919;816,67694;877,3796;1404,1174;816,67694
920;816,67694;883,345;1249,7025;816,67694
921;816,67694;877,02423;1224,6672;816,67694
922;816,67694;874,0336;1230,7971;816,67694
923;816,67694;864,5758;1214,66;816,67694
924;816,67694;888,44525;1413,7877;816,67694
925;816,67694;888,99567;1471,3859;816,67694
926;816,67694;882,71844;1388,5107;816,67694
927;816,67694;875,2991;1219,9849;816,67694
928;816,67694;874,82275;1311,4515;816,67694
929;816,67694;879,9639;1255,6875;816,67694
930;816,67694;885,576;1261,5128;816,67694
931;816,67694;874,3801;1294,0496;816,67694
932;816,67694;882,7593;1316,9177;816,67694
933;816,67694;888,93005;1240,4398;816,67694
934;816,67694;879,02484;1283,6185;816,67694
935;816,67694;884,7574;1210,9314;816,67694
936;816,67694;878,6532;1257,7493;816,67694
937;816,67694;877,03687;1365,9176;816,67694
938;816,67694;876,62555;1273,5544;816,67694
939;816,67694;885,5654;1299,9867;816,67694
940;816,67694;888,246;1261,9648;816,67694
941;816,67694;877,6389;1222,6967;816,67694
942;816,67694;877,292;1321,5972;816,67694
943;816,67694;891,2113;1302,2501;816,67694
944;816,67694;884,8508;1211,3065;816,67694
945;816,67694;871,11993;1343,3467;816,67694
946;816,67694;879,9278;1279,807;816,67694
947;816,67694;875,27374;1278,3608;816,67694
948;816,67694;869,32806;1284,8506;816,67694
949;816,67694;879,0713;1341,7134;816,67694
