;Random;Greedy
299;925,22864;958,96643
300;925,22864;958,96643
301;925,22864;958,96643
302;925,22864;958,96643
303;925,22864;958,96643
304;925,22864;958,96643
305;925,22864;958,96643
306;925,22864;958,96643
307;925,22864;958,96643
308;925,22864;958,96643
309;925,22864;958,96643
310;925,22864;958,96643
311;925,22864;958,96643
312;925,22864;958,96643
313;925,22864;958,96643
314;925,22864;958,96643
315;925,22864;958,96643
316;925,22864;958,96643
317;925,22864;958,96643
318;925,22864;958,96643
319;925,22864;958,96643
320;925,22864;958,96643
321;925,22864;958,96643
322;925,22864;958,96643
323;925,22864;958,96643
324;925,22864;958,96643
325;925,22864;958,96643
326;925,22864;958,96643
327;925,22864;958,96643
328;925,22864;958,96643
329;925,22864;958,96643
330;925,22864;958,96643
331;925,22864;958,96643
332;920,6255;958,96643
333;920,6255;958,96643
334;920,6255;958,96643
335;920,6255;958,96643
336;920,6255;958,96643
337;920,6255;958,96643
338;920,6255;958,96643
339;920,6255;958,96643
340;920,6255;958,96643
341;920,6255;958,96643
342;920,6255;958,96643
343;920,6255;958,96643
344;920,6255;958,96643
345;920,6255;958,96643
346;920,6255;958,96643
347;920,6255;958,96643
348;920,6255;958,96643
349;920,6255;958,96643
350;920,6255;958,96643
351;920,6255;958,96643
352;920,6255;958,96643
353;920,6255;958,96643
354;920,6255;958,96643
355;920,6255;958,96643
356;920,6255;958,96643
357;920,6255;958,96643
358;920,6255;958,96643
359;920,6255;958,96643
360;920,6255;958,96643
361;920,6255;958,96643
362;920,6255;958,96643
363;920,6255;958,96643
364;920,6255;958,96643
365;920,6255;958,96643
366;920,6255;958,96643
367;920,6255;958,96643
368;919,1317;958,96643
369;919,1317;958,96643
370;919,1317;958,96643
371;919,1317;958,96643
372;919,1317;958,96643
373;919,1317;958,96643
374;919,1317;958,96643
375;919,1317;958,96643
376;919,1317;958,96643
377;919,1317;958,96643
378;919,1317;958,96643
379;919,1317;958,96643
380;919,1317;958,96643
381;919,1317;958,96643
382;919,1317;958,96643
383;919,1317;958,96643
384;919,1317;958,96643
385;919,1317;958,96643
386;919,1317;958,96643
387;919,1317;958,96643
388;919,1317;958,96643
389;919,1317;958,96643
390;919,1317;958,96643
391;919,1317;958,96643
392;919,1317;958,96643
393;919,1317;958,96643
394;919,1317;958,96643
395;919,1317;958,96643
396;919,1317;958,96643
397;919,1317;958,96643
398;919,1317;958,96643
399;919,1317;958,96643
400;919,1317;958,96643
401;919,1317;958,96643
402;919,1317;958,96643
403;919,1317;958,96643
404;919,1317;958,96643
405;919,1317;958,96643
406;919,1317;958,96643
407;919,1317;958,96643
408;919,1317;958,96643
409;919,1317;958,96643
410;919,1317;958,96643
411;919,1317;958,96643
412;919,1317;958,96643
413;919,1317;958,96643
414;919,1317;958,96643
415;919,1317;958,96643
416;919,1317;958,96643
417;919,1317;958,96643
418;919,1317;958,96643
419;919,1317;958,96643
420;919,1317;958,96643
421;919,1317;958,96643
422;919,1317;958,96643
423;919,1317;958,96643
424;919,1317;958,96643
425;919,1317;958,96643
426;919,1317;958,96643
427;919,1317;958,96643
428;919,1317;958,96643
429;919,1317;958,96643
430;919,1317;958,96643
431;919,1317;958,96643
432;919,1317;958,96643
433;919,1317;958,96643
434;919,1317;958,96643
435;919,1317;958,96643
436;919,1317;958,96643
437;919,1317;958,96643
438;919,1317;958,96643
439;919,1317;958,96643
440;919,1317;958,96643
441;919,1317;958,96643
442;919,1317;958,96643
443;919,1317;958,96643
444;919,1317;958,96643
445;919,1317;958,96643
446;919,1317;958,96643
447;919,1317;958,96643
448;919,1317;958,96643
449;919,1317;958,96643
450;919,1317;958,96643
451;919,1317;958,96643
452;919,1317;958,96643
453;919,1317;958,96643
454;919,1317;958,96643
455;919,1317;958,96643
456;919,1317;958,96643
457;919,1317;958,96643
458;919,1317;958,96643
459;919,1317;958,96643
460;919,1317;958,96643
461;919,1317;958,96643
462;919,1317;958,96643
463;919,1317;958,96643
464;919,1317;958,96643
465;919,1317;958,96643
466;919,1317;958,96643
467;919,1317;958,96643
468;919,1317;958,96643
469;919,1317;958,96643
470;919,1317;958,96643
471;919,1317;958,96643
472;919,1317;958,96643
473;919,1317;958,96643
474;919,1317;958,96643
475;919,1317;958,96643
476;919,1317;958,96643
477;919,1317;958,96643
478;919,1317;958,96643
479;919,1317;958,96643
480;919,1317;958,96643
481;919,1317;958,96643
482;919,1317;958,96643
483;919,1317;958,96643
484;919,1317;958,96643
485;919,1317;958,96643
486;919,1317;958,96643
487;919,1317;958,96643
488;919,1317;958,96643
489;919,1317;958,96643
490;919,1317;958,96643
491;919,1317;958,96643
492;919,1317;958,96643
493;919,1317;958,96643
494;919,1317;958,96643
495;919,1317;958,96643
496;919,1317;958,96643
497;919,1317;958,96643
498;919,1317;958,96643
499;919,1317;958,96643
500;919,1317;958,96643
501;919,1317;958,96643
502;919,1317;958,96643
503;919,1317;958,96643
504;919,1317;958,96643
505;919,1317;958,96643
506;919,1317;958,96643
507;919,1317;958,96643
508;919,1317;958,96643
509;919,1317;958,96643
510;919,1317;958,96643
511;919,1317;958,96643
512;919,1317;958,96643
513;919,1317;958,96643
514;919,1317;958,96643
515;919,1317;958,96643
516;919,1317;958,96643
517;919,1317;958,96643
518;919,1317;958,96643
519;919,1317;958,96643
520;919,1317;958,96643
521;919,1317;958,96643
522;919,1317;958,96643
523;919,1317;958,96643
524;919,1317;958,96643
525;919,1317;958,96643
526;919,1317;958,96643
527;919,1317;958,96643
528;919,1317;958,96643
529;919,1317;958,96643
530;919,1317;958,96643
531;919,1317;958,96643
532;919,1317;958,96643
533;919,1317;958,96643
534;919,1317;958,96643
535;919,1317;958,96643
536;919,1317;958,96643
537;919,1317;958,96643
538;919,1317;958,96643
539;919,1317;958,96643
540;919,1317;958,96643
541;919,1317;958,96643
542;919,1317;958,96643
543;919,1317;958,96643
544;919,1317;958,96643
545;919,1317;958,96643
546;919,1317;958,96643
547;919,1317;958,96643
548;919,1317;958,96643
549;919,1317;958,96643
550;919,1317;958,96643
551;919,1317;958,96643
552;919,1317;958,96643
553;919,1317;958,96643
554;919,1317;958,96643
555;919,1317;958,96643
556;919,1317;958,96643
557;919,1317;958,96643
558;919,1317;958,96643
559;919,1317;958,96643
560;919,1317;958,96643
561;919,1317;958,96643
562;919,1317;958,96643
563;919,1317;958,96643
564;919,1317;958,96643
565;919,1317;958,96643
566;919,1317;958,96643
567;919,1317;958,96643
568;919,1317;958,96643
569;919,1317;958,96643
570;919,1317;958,96643
571;919,1317;958,96643
572;919,1317;958,96643
573;919,1317;958,96643
574;919,1317;958,96643
575;919,1317;958,96643
576;919,1317;958,96643
577;919,1317;958,96643
578;919,1317;958,96643
579;919,1317;958,96643
580;919,1317;958,96643
581;919,1317;958,96643
582;919,1317;958,96643
583;919,1317;958,96643
584;919,1317;958,96643
585;919,1317;958,96643
586;919,1317;958,96643
587;919,1317;958,96643
588;919,1317;958,96643
589;919,1317;958,96643
590;919,1317;958,96643
591;919,1317;958,96643
592;919,1317;958,96643
593;919,1317;958,96643
594;919,1317;958,96643
595;919,1317;958,96643
596;919,1317;958,96643
597;919,1317;958,96643
598;919,1317;958,96643
599;919,1317;958,96643
600;919,1317;958,96643
601;919,1317;958,96643
602;919,1317;958,96643
603;919,1317;958,96643
604;919,1317;958,96643
605;919,1317;958,96643
606;919,1317;958,96643
607;919,1317;958,96643
608;919,1317;958,96643
609;919,1317;958,96643
610;919,1317;958,96643
611;919,1317;958,96643
612;919,1317;958,96643
613;919,1317;958,96643
614;919,1317;958,96643
615;919,1317;958,96643
616;919,1317;958,96643
617;919,1317;958,96643
618;919,1317;958,96643
619;919,1317;958,96643
620;919,1317;958,96643
621;919,1317;958,96643
622;919,1317;958,96643
623;919,1317;958,96643
624;919,1317;958,96643
625;919,1317;958,96643
626;919,1317;958,96643
627;919,1317;958,96643
628;919,1317;958,96643
629;919,1317;958,96643
630;919,1317;958,96643
631;919,1317;958,96643
632;919,1317;958,96643
633;919,1317;958,96643
634;919,1317;958,96643
635;919,1317;958,96643
636;919,1317;958,96643
637;919,1317;958,96643
638;919,1317;958,96643
639;919,1317;958,96643
640;919,1317;958,96643
641;919,1317;958,96643
642;919,1317;958,96643
643;919,1317;958,96643
644;919,1317;958,96643
645;919,1317;958,96643
646;919,1317;958,96643
647;919,1317;958,96643
648;919,1317;958,96643
649;919,1317;958,96643
650;919,1317;958,96643
651;919,1317;958,96643
652;919,1317;958,96643
653;919,1317;958,96643
654;919,1317;958,96643
655;919,1317;958,96643
656;919,1317;958,96643
657;919,1317;958,96643
658;919,1317;958,96643
659;919,1317;958,96643
660;919,1317;958,96643
661;919,1317;958,96643
662;919,1317;958,96643
663;919,1317;958,96643
664;919,1317;958,96643
665;919,1317;958,96643
666;919,1317;958,96643
667;919,1317;958,96643
668;919,1317;958,96643
669;919,1317;958,96643
670;919,1317;958,96643
671;919,1317;958,96643
672;919,1317;958,96643
673;919,1317;958,96643
674;919,1317;958,96643
675;919,1317;958,96643
676;919,1317;958,96643
677;919,1317;958,96643
678;919,1317;958,96643
679;919,1317;958,96643
680;919,1317;958,96643
681;919,1317;958,96643
682;919,1317;958,96643
683;919,1317;958,96643
684;919,1317;958,96643
685;919,1317;958,96643
686;919,1317;958,96643
687;919,1317;958,96643
688;919,1317;958,96643
689;919,1317;958,96643
690;919,1317;958,96643
691;919,1317;958,96643
692;919,1317;958,96643
693;919,1317;958,96643
694;919,1317;958,96643
695;919,1317;958,96643
696;919,1317;958,96643
697;919,1317;958,96643
698;919,1317;958,96643
699;919,1317;958,96643
700;919,1317;958,96643
701;919,1317;958,96643
702;919,1317;958,96643
703;919,1317;958,96643
704;919,1317;958,96643
705;919,1317;958,96643
706;919,1317;958,96643
707;919,1317;958,96643
708;919,1317;958,96643
709;919,1317;958,96643
710;919,1317;958,96643
711;919,1317;958,96643
712;919,1317;958,96643
713;919,1317;958,96643
714;919,1317;958,96643
715;919,1317;958,96643
716;919,1317;958,96643
717;919,1317;958,96643
718;919,1317;958,96643
719;919,1317;958,96643
720;919,1317;958,96643
721;919,1317;958,96643
722;919,1317;958,96643
723;919,1317;958,96643
724;919,1317;958,96643
725;919,1317;958,96643
726;919,1317;958,96643
727;919,1317;958,96643
728;919,1317;958,96643
729;919,1317;958,96643
730;919,1317;958,96643
731;919,1317;958,96643
732;919,1317;958,96643
733;919,1317;958,96643
734;919,1317;958,96643
735;919,1317;958,96643
736;919,1317;958,96643
737;919,1317;958,96643
738;919,1317;958,96643
739;919,1317;958,96643
740;919,1317;958,96643
741;919,1317;958,96643
742;919,1317;958,96643
743;919,1317;958,96643
744;919,1317;958,96643
745;919,1317;958,96643
746;919,1317;958,96643
747;919,1317;958,96643
748;919,1317;958,96643
749;919,1317;958,96643
750;919,1317;958,96643
751;919,1317;958,96643
752;919,1317;958,96643
753;919,1317;958,96643
754;919,1317;958,96643
755;919,1317;958,96643
756;919,1317;958,96643
757;919,1317;958,96643
758;919,1317;958,96643
759;919,1317;958,96643
760;919,1317;958,96643
761;919,1317;958,96643
762;919,1317;958,96643
763;919,1317;958,96643
764;919,1317;958,96643
765;919,1317;958,96643
766;919,1317;958,96643
767;919,1317;958,96643
768;919,1317;958,96643
769;919,1317;958,96643
770;919,1317;958,96643
771;919,1317;958,96643
772;919,1317;958,96643
773;919,1317;958,96643
774;919,1317;958,96643
775;919,1317;958,96643
776;919,1317;958,96643
777;919,1317;958,96643
778;919,1317;958,96643
779;919,1317;958,96643
780;919,1317;958,96643
781;919,1317;958,96643
782;919,1317;958,96643
783;919,1317;958,96643
784;919,1317;958,96643
785;919,1317;958,96643
786;919,1317;958,96643
787;919,1317;958,96643
788;919,1317;958,96643
789;919,1317;958,96643
790;919,1317;958,96643
791;919,1317;958,96643
792;919,1317;958,96643
793;919,1317;958,96643
794;919,1317;958,96643
795;919,1317;958,96643
796;919,1317;958,96643
797;919,1317;958,96643
798;919,1317;958,96643
799;919,1317;958,96643
800;919,1317;958,96643
801;919,1317;958,96643
802;919,1317;958,96643
803;919,1317;958,96643
804;919,1317;958,96643
805;919,1317;958,96643
806;919,1317;958,96643
807;919,1317;958,96643
808;919,1317;958,96643
809;919,1317;958,96643
810;919,1317;958,96643
811;919,1317;958,96643
812;919,1317;958,96643
813;919,1317;958,96643
814;919,1317;958,96643
815;919,1317;958,96643
816;919,1317;958,96643
817;919,1317;958,96643
818;919,1317;958,96643
819;919,1317;958,96643
820;919,1317;958,96643
821;919,1317;958,96643
822;919,1317;958,96643
823;919,1317;958,96643
824;919,1317;958,96643
825;919,1317;958,96643
826;919,1317;958,96643
827;919,1317;958,96643
828;919,1317;958,96643
829;919,1317;958,96643
830;919,1317;958,96643
831;919,1317;958,96643
832;919,1317;958,96643
833;919,1317;958,96643
834;919,1317;958,96643
835;919,1317;958,96643
836;919,1317;958,96643
837;919,1317;958,96643
838;919,1317;958,96643
839;919,1317;958,96643
840;919,1317;958,96643
841;919,1317;958,96643
842;919,1317;958,96643
843;919,1317;958,96643
844;919,1317;958,96643
845;919,1317;958,96643
846;919,1317;958,96643
847;919,1317;958,96643
848;919,1317;958,96643
849;919,1317;958,96643
850;919,1317;958,96643
851;919,1317;958,96643
852;919,1317;958,96643
853;919,1317;958,96643
854;919,1317;958,96643
855;919,1317;958,96643
856;919,1317;958,96643
857;919,1317;958,96643
858;919,1317;958,96643
859;919,1317;958,96643
860;919,1317;958,96643
861;919,1317;958,96643
862;919,1317;958,96643
863;919,1317;958,96643
864;919,1317;958,96643
865;919,1317;958,96643
866;919,1317;958,96643
867;919,1317;958,96643
868;919,1317;958,96643
869;919,1317;958,96643
870;919,1317;958,96643
871;919,1317;958,96643
872;919,1317;958,96643
873;919,1317;958,96643
874;919,1317;958,96643
875;919,1317;958,96643
876;919,1317;958,96643
877;919,1317;958,96643
878;919,1317;958,96643
879;919,1317;958,96643
880;919,1317;958,96643
881;919,1317;958,96643
882;919,1317;958,96643
883;919,1317;958,96643
884;919,1317;958,96643
885;919,1317;958,96643
886;919,1317;958,96643
887;919,1317;958,96643
888;919,1317;958,96643
889;919,1317;958,96643
890;919,1317;958,96643
891;919,1317;958,96643
892;919,1317;958,96643
893;919,1317;958,96643
894;919,1317;958,96643
895;919,1317;958,96643
896;919,1317;958,96643
897;919,1317;958,96643
898;919,1317;958,96643
899;919,1317;958,96643
900;919,1317;958,96643
901;919,1317;958,96643
902;919,1317;958,96643
903;919,1317;958,96643
904;919,1317;958,96643
905;919,1317;958,96643
906;919,1317;958,96643
907;919,1317;958,96643
908;919,1317;958,96643
909;919,1317;958,96643
910;919,1317;958,96643
911;919,1317;958,96643
912;919,1317;958,96643
913;919,1317;958,96643
914;919,1317;958,96643
915;919,1317;958,96643
916;919,1317;958,96643
917;919,1317;958,96643
918;919,1317;958,96643
919;919,1317;958,96643
920;919,1317;958,96643
921;919,1317;958,96643
922;919,1317;958,96643
923;919,1317;958,96643
924;919,1317;958,96643
925;919,1317;958,96643
926;919,1317;958,96643
927;919,1317;958,96643
928;919,1317;958,96643
929;919,1317;958,96643
930;919,1317;958,96643
931;919,1317;958,96643
932;919,1317;958,96643
933;919,1317;958,96643
934;919,1317;958,96643
935;919,1317;958,96643
936;919,1317;958,96643
937;919,1317;958,96643
938;919,1317;958,96643
939;919,1317;958,96643
940;919,1317;958,96643
941;919,1317;958,96643
942;919,1317;958,96643
943;919,1317;958,96643
944;919,1317;958,96643
945;919,1317;958,96643
946;919,1317;958,96643
947;919,1317;958,96643
948;919,1317;958,96643
949;919,1317;958,96643
950;919,1317;958,96643
951;919,1317;958,96643
952;919,1317;958,96643
953;919,1317;958,96643
954;919,1317;958,96643
955;919,1317;958,96643
956;919,1317;958,96643
957;919,1317;958,96643
958;919,1317;958,96643
959;919,1317;958,96643
960;919,1317;958,96643
961;919,1317;958,96643
962;919,1317;958,96643
963;919,1317;958,96643
964;919,1317;958,96643
965;919,1317;958,96643
966;919,1317;958,96643
967;919,1317;958,96643
968;919,1317;958,96643
969;919,1317;958,96643
970;919,1317;958,96643
971;919,1317;958,96643
972;919,1317;958,96643
973;919,1317;958,96643
974;919,1317;958,96643
975;919,1317;958,96643
976;919,1317;958,96643
977;919,1317;958,96643
978;919,1317;958,96643
979;919,1317;958,96643
980;919,1317;958,96643
981;919,1317;958,96643
982;919,1317;958,96643
983;919,1317;958,96643
984;919,1317;958,96643
985;919,1317;958,96643
986;919,1317;958,96643
987;919,1317;958,96643
988;919,1317;958,96643
989;919,1317;958,96643
990;919,1317;958,96643
991;919,1317;958,96643
992;919,1317;958,96643
993;919,1317;958,96643
994;919,1317;958,96643
995;919,1317;958,96643
996;919,1317;958,96643
997;919,1317;958,96643
998;919,1317;958,96643
999;919,1317;958,96643
