0; 100_100_0.7_0.2_5;1501,1569;;;;;
1; 100_100_0.7_0.2_5;1367,1338;;;;;
2; 100_100_0.7_0.2_5;1461,4932;;;;;
3; 100_100_0.7_0.2_5;1277,9023;;Best;Worst;Avg;Std
4; 100_100_0.7_0.2_5;1377,4622;;1277,9023;1501,1569;1406,46607;70,0259035
5; 100_100_0.7_0.2_5;1368,4246;;;;;
6; 100_100_0.7_0.2_5;1333,6299;;;;;
7; 100_100_0.7_0.2_5;1479,8573;;;;;
8; 100_100_0.7_0.2_5;1414,1438;;;;;
9; 100_100_0.7_0.2_5;1483,4567;;;;;
