0; 1005.8314;1279.6075;1005.8314
1; 967.0781;1248.3137;967.0781
2; 932.7664;1252.7974;932.7664
3; 916.51276;1253.4481;916.51276
4; 916.51276;1220.4674;916.51276
5; 910.8512;1203.4049;910.8512
6; 909.3573;1231.5145;909.3573
7; 909.3573;1239.349;909.3573
8; 892.0163;1287.4247;892.0163
9; 892.0163;1218.2599;892.0163
10; 886.8415;1274.7118;886.8415
11; 886.8415;1287.6287;886.8415
12; 886.8415;1287.6287;886.8415
13; 886.84143;1285.4258;886.84143
14; 886.84143;1252.135;886.84143
15; 862.21515;1268.8859;862.21515
16; 862.21515;1310.7406;862.21515
17; 862.21515;1254.1622;862.21515
18; 856.2201;1221.294;856.2201
19; 856.2201;1305.692;856.2201
20; 856.2201;1218.5729;856.2201
21; 856.2201;1235.3046;856.2201
22; 856.2201;1229.689;856.2201
23; 856.2201;1286.3955;856.2201
24; 856.2201;1294.5608;856.2201
25; 856.2201;1287.6274;856.2201
26; 856.2201;1232.5857;856.2201
27; 856.2201;1294.5608;856.2201
28; 857.0532;1164.5496;856.2201
29; 857.0532;1306.8575;856.2201
30; 857.0532;1283.5562;856.2201
31; 857.0532;1298.8844;856.2201
32; 857.0532;1253.8207;856.2201
33; 847.6605;1288.217;847.6605
34; 847.6605;1219.969;847.6605
35; 847.6605;1293.928;847.6605
36; 847.6605;1219.1594;847.6605
37; 847.6605;1176.6572;847.6605
38; 847.8063;1260.1233;847.6605
39; 847.8063;1244.2688;847.6605
40; 847.8063;1288.1687;847.6605
41; 847.8063;1289.2567;847.6605
42; 847.8063;1294.0642;847.6605
43; 847.8063;1195.7847;847.6605
44; 847.8063;1292.8258;847.6605
45; 847.8063;1258.7024;847.6605
46; 847.6605;1289.2567;847.6605
47; 847.6605;1212.9641;847.6605
48; 847.6605;1234.6769;847.6605
49; 847.6605;1228.0054;847.6605
50; 842.818;1293.9054;842.818
51; 842.818;1206.7948;842.818
52; 842.818;1256.8289;842.818
53; 842.818;1195.4578;842.818
54; 842.818;1364.1721;842.818
55; 842.818;1394.7347;842.818
56; 842.818;1364.1721;842.818
57; 842.818;1305.9896;842.818
58; 836.55664;1293.0625;836.55664
59; 836.55664;1267.0743;836.55664
60; 836.55664;1343.852;836.55664
61; 836.55664;1291.935;836.55664
62; 836.55664;1268.5337;836.55664
63; 836.55664;1270.4935;836.55664
64; 836.55664;1272.4728;836.55664
65; 836.55664;1272.4728;836.55664
66; 836.55664;1217.3604;836.55664
67; 836.55664;1245.0469;836.55664
68; 836.55664;1323.9329;836.55664
69; 836.55664;1271.7485;836.55664
70; 836.55664;1192.9907;836.55664
71; 836.55664;1317.0459;836.55664
72; 836.55664;1316.5432;836.55664
73; 836.55664;1277.7197;836.55664
74; 836.55664;1285.2523;836.55664
75; 836.55664;1285.2523;836.55664
76; 836.55664;1266.9036;836.55664
77; 846.5221;1203.5671;836.55664
78; 846.5221;1324.8754;836.55664
79; 846.5221;1249.0426;836.55664
80; 846.5221;1165.1377;836.55664
81; 846.5221;1224.407;836.55664
82; 846.5221;1211.6791;836.55664
83; 842.2452;1164.8954;836.55664
84; 842.6657;1207.8939;836.55664
85; 842.6657;1249.401;836.55664
86; 842.66565;1205.695;836.55664
87; 842.66565;1346.4048;836.55664
88; 842.66565;1296.935;836.55664
89; 834.679;1309.7855;834.679
90; 834.679;1293.5269;834.679
91; 834.679;1392.068;834.679
92; 834.679;1337.1803;834.679
93; 834.679;1340.163;834.679
94; 834.679;1346.4805;834.679
95; 836.3401;1340.163;834.679
96; 836.3401;1322.6843;834.679
97; 836.34;1326.2273;834.679
98; 836.34;1226.6019;834.679
99; 836.34;1249.9927;834.679
100; 836.34;1281.7751;834.679
101; 836.34;1246.1547;834.679
102; 834.67896;1195.949;834.67896
