2741,1648;;;;;
2933,3027;;;;;
2720,3691;;;;;
2913,828;;;;;
2733,4263;;;;;
3029,3926;;;;;
2887,6584;;;;;
2776,747;;;;;
3094,423;;;;;
3058,4932;;;;;
2826,7153;;;;;
3023,1548;;;;;
3083,286;;;;;
2933,8877;;;;;
3038,542;;;;;
2785,3735;;;;;
2931,4307;;;;;
2902,6743;;;;;
3134,5652;;;;;
2696,7612;;;;;
2899,2798;;;;;
3093,1226;;;;;
2792,1548;;;;;
3069,838;;;;;
3001,5132;;;;;
3069,145;;;;;
2973,059;;;;;
2851,8337;;;;;
2928,8308;;;;;
3151,3435;;;;;
2812,9495;;;;;
2775,3647;;;;;
3111,0383;;;;;
2715,1187;;;;;
3095,8188;;;;;
2894,4802;;;;;
2997,4932;;;;;
3047,7095;;;;;
2920,9883;;;;;
3042,1423;;;;;
3077,0688;;;;;
2892,7554;;;;;
3404,7195;;;;;
3013,795;;;;;
3098,3486;;;;;
2608,3792;;;;;
2958,3816;;;;;
3078,9592;;;;;
2887,8794;;;;;
2917,9265;;;;;
2983,939;;;;;
2958,583;;;;;
2972,508;;;;;
2707,1877;;;;;
2761,2405;;;;;
2969,9075;;;;;
3251,3806;;;;;
2896,5103;;;;;
2785,3572;;;;;
2868,754;;;;;
2993,3335;;;;;
2667,885;;;;;
2931,7578;;;;;
3033,626;;;;;
2871,4055;;;;;
2624,7793;;;;;
3014,2212;;;;;
2833,4673;;;;;
2929,2212;;;;;
2943,9585;;;;;
2924,1584;;;;;
2800,1733;;;;;
2996,293;;;;;
3059,1455;;;;;
2789,908;;;;;
3091,445;;;;;
2622,541;;;;;
3189,39;;;;;
2921,6277;;;;;
2717,3406;;;;;
2762,1736;;;;;
3086,8096;;;;;
2852,4727;;;;;
2834,531;;;;;
3195,8235;;;;;
3109,7886;;;;;
3168,4543;;;;;
3151,2217;;;;;
3035,4229;;;;;
2949,7415;;;;;
2955,2178;;;;;
3398,7825;;;;;
2840,9346;;;;;
3109,9744;;;;;
2946,6511;;;;;
3497,8074;;;;;
2979,5825;;;;;
3131,9233;;;;;
3265,4;;;;;
3076,5713;;;;;
2993,6016;;;;;
2751,2358;;;;;
2956,606;;;;;
2950,9663;;;;;
2633,9275;;;;;
2637,5261;;;;;
3020,0056;;;;;
2728,316;;;;;
3325,9111;;;;;
2854,146;;;;;
2911,3408;;;;;
2915,6963;;;;;
2992,497;;;;;
3069,3643;;;;;
2866,4658;;;;;
2789,9897;;;;;
2876,3472;;;;;
2749,3005;;;;;
2864,2666;;;;;
2712,645;;;;;
3058,8818;;;;;
2915,4385;;;;;
2937,246;;;;;
3113,4294;;;;;
3022,3145;;;;;
3251,6147;;;;;
2794,768;;;;;
2998,1711;;;;;
3077,3118;;;;;
2856,845;;;;;
2750,0671;;;;;
3253,537;;;;;
2733,61;;;;;
2852,6301;;;;;
2993,9785;;;;;
2747,5808;;;;;
2968,961;;;;;
2912,9663;;;;;
2777,8435;;;;;
3108,8047;;;;;
3050,3044;;;;;
2959,8298;;;;;
2832,3171;;;;;
2728,5107;;;;;
2910,701;;;;;
2690,4834;;;;;
2934,2427;;;;;
2996,489;;;;;
3073,2354;;;;;
2780,3738;;;;;
3051,651;;;;;
3319,2798;;;;;
2958,8232;;;;;
3021,8926;;;;;
2879,0889;;;;;
2973,5793;;;;;
2892,4229;;;;;
3062,9434;;;;;
3060,375;;;;;
2707,149;;;;;
2968,5703;;;;;
2954,7441;;;;;
3012,6553;;;;;
3140,9937;;;;;
2915,417;;;;;
3058,8315;;;;;
2832,5713;;;;;
2992,4016;;;;;
3060,0112;;;;;
3133,0122;;;;;
3066,7349;;;;;
3270,1787;;;;;
2922,09;;;;;
2910,976;;;;;
2807,9297;;;;;
2773,887;;;;;
2803,2832;;;;;
3202,5303;;;;;
3209,2808;;;;;
2975,4097;;;;;
2941,8662;;;;;
2734,0654;;;;;
2725,3235;;;;;
2837,753;;;;;
2955,9866;;;;;
2710,1206;;;;;
2802,3162;;;;;
3039,0183;;;;;
2830,3838;;;;;
3038,3823;;;;;
2752,4539;;;;;
3008,765;;;;;
2926,4104;;;;;
3246,6729;;;;;
2864,4397;;;;;
2844,587;;;;;
2875,767;;;;;
2919,7568;;;;;
2809,2449;;;;;
2770,7124;;;;;
3036,8462;;;;;
3019,9026;;;;;
3233,8823;;;;;
2837,0217;;;;;
3012,5278;;;;;
3026,042;;;;;
2924,3271;;;;;
2989,2383;;;;;
2622,5645;;;;;
2879,059;;;;;
2713,3083;;;;;
3013,477;;;;;
2791,289;;;;;
3048,3892;;;;;
2674,8013;;;;;
2853,8157;;;;;
3204,6514;;;;;
2919,8699;;;;;
2965,267;;;;;
3097,241;;;;;
2897,3655;;;;;
2978,1885;;;;;
3028,4731;;;;;
2859,0112;;;;;
2740,1575;;;;;
2833,8174;;;;;
3059,378;;;;;
3272,2642;;;;;
3111,4553;;;;;
3188,5312;;;;;
2625,7952;;;;;
2986,9614;;;;;
2903,3982;;;;;
3005,631;;;;;
3019,7258;;;;;
2817,3494;;;;;
3031,2622;;;;;
2715,5193;;;;;
2925,732;;;;;
2946,0427;;;;;
3051,0771;;;;;
2930,547;;;;;
2839,575;;;;;
3000,5237;;;;;
3095,4182;;;;;
3055,1692;;;;;
3185,24;;;;;
2740,8867;;;;;
2984,019;;;;;
3087,2075;;;;;
3110,434;;;;;
2794,1729;;;;;
2674,9607;;;;;
3171,9565;;;;;
2810,05;;;;;
2762,1758;;;;;
2793,6108;;;;;
3050,0354;;;;;
3202,6511;;;;;
2971,3772;;;;;
2786,9277;;;;;
2907,19;;;;;
2904,06;;;;;
2931,7363;;;;;
2943,0767;;;;;
3083,1655;;;;;
3136,857;;;;;
2837,4834;;;;;
2764,981;;;;;
2572,7039;;;;;
2858,1982;;;;;
3337,1384;;;;;
2961,1714;;;;;
3008,3599;;;;;
2734,6206;;;;;
2797,7004;;;;;
2892,355;;;;;
3168,4573;;;;;
3255,6372;;;;;
2762,8242;;;;;
2815,6284;;;;;
3115,832;;;;;
2737,2268;;;;;
3162,73;;;;;
3070,7358;;;;;
3103,4792;;;;;
2930,6309;;;;;
2793,8137;;;;;
2991,8455;;;;;
2948,2727;;;;;
2693,2144;;;;;
3025,7932;;;;;
2911,4287;;;;;
3046,081;;;;;
2945,9973;;;;;
2847,5808;;;;;
2991,3555;;;;;
2885,0933;;;;;
2723,2363;;;;;
3099,074;;;;;
3014,7354;;;;;
2900,5098;;;;;
3220,732;;;;;
2938,8206;;;;;
2991,3955;;;;;
3209,6194;;;;;
2756,4011;;;;;
3112,8032;;;;;
3090,6118;;;;;
2992,5881;;;;;
2889,89;;;;;
3126,866;;;;;
2993,9456;;;;;
2584,3813;;;;;
3040,4395;;;;;
2849,587;;;;;
2550,41;;;;;
2727,6965;;;;;
3035,7664;;;;;
2940,3684;;;;;
3111,6086;;;;;
2834,796;;;;;
3107,2507;;;;;
2956,6953;;;;;
2858,1543;;;;;
3058,8293;;;;;
2826,103;;;;;
3263,0117;;;;;
2917,6304;;;;;
2956,2488;;;;;
2806,7913;;;;;
3015,1528;;;;;
2944,9006;;;;;
2500,8188;;;;;
2859,2932;;;;;
2981,5562;;;;;
3071,3638;;;;;
3146,6218;;;;;
2907,9553;;;;;
3037,836;;;;;
2902,1875;;;;;
2896,0164;;;;;
3142,4434;;;;;
2857,607;;;;;
2805,021;;;;;
2775,249;;;;;
2863,8022;;;;;
2985,938;;;;;
3189,9578;;;;;
2924,4832;;;;;
2940,6628;;;;;
3087,1162;;;;;
3109,854;;;;;
3001,3728;;;;;
2880,2944;;;;;
3134,3103;;;;;
2988,2283;;;;;
3180,111;;;;;
2991,7676;;;;;
2827,4998;;;;;
2899,6921;;;;;
3072,2354;;;;;
2902,2861;;;;;
3198,3997;;;;;
2748,0142;;;;;
2886,2766;;;;;
3031,9653;;;;;
2840,8247;;;;;
2996,9966;;;;;
2956,2158;;;;;
3034,2861;;;;;
2914,0881;;;;;
3186,711;;;;;
3085,2727;;;;;
2819,4565;;;;;
2770,4712;;;;;
2969,262;;;;;
2667,2063;;;;;
3277,8364;;;;;
3026,051;;;;;
3102,477;;;;;
2634,7644;;;;;
3073,2837;;;;;
2877,1494;;;;;
3184,9258;;;;;
2492,646;;;;;
2894,3923;;;;;
2846,59;;;;;
2807,205;;;;;
3047,7363;;;;;
2902,3206;;;;;
2887,6968;;;;;
2553,8584;;;;;
3260,4822;;;;;
3480,4956;;;;;
2894,726;;;;;
3081,8213;;;;;
2775,8018;;;;;
3175,4023;;;;;
2879,6467;;;;;
2349,8125;;;;;
2748,2314;;;;;
3082,711;;;;;
2846,1929;;;;;
2998,209;;;;;
3033,8647;;;;;
3037,6099;;;;;
2633,4863;;;;;
2875,451;;;;;
2694,0679;;;;;
3066,6116;;;;;
2740,5305;;;;;
2609,6409;;;;;
2936,3318;;;;;
3012,2046;;;;;
2775,597;;;;;
3198,6797;;;;;
2770,2168;;;;;
3110,0164;;;;;
2867,74;;;;;
2704,5203;;;;;
3013,171;;;;;
2642,9001;;;;;
3006,0908;;;;;
2943,017;;;;;
2855,7803;;;;;
2964,35;;;;;
3069,2437;;;;;
3082,5664;;;;;
3131,665;;;;;
3119,408;;;;;
2675,3713;;;;;
3341,9253;;;;;
3029,0645;;;;;
3014,0425;;;;;
3130,1458;;;;;
2853,1453;;;;;
2663,8323;;;;;
3270,0117;;;;;
3079,8774;;;;;
2799,0234;;;;;
2930,286;;;;;
2958,4214;;;;;
2805,9873;;;;;
2765,4395;;;;;
2957,2607;;;;;
3146,7954;;;;;
3007,5955;;;;;
2869,7964;;;;;
2989,913;;;;;
2856,82;;;;;
2699,2754;;;;;
3009,563;;;;;
2689,6929;;;;;
3177,145;;;;;
3026,3853;;;;;
2722,4778;;;;;
2923,5684;;;;;
3049,3704;;;;;
2784,0425;;;;;
2945,751;;;;;
2781,7124;;;;;
2854,9233;;;;;
2927,9448;;;;;
3119,0059;;;;;
2905,8218;;;;;
3193,1577;;;;;
2823,6794;;;;;
3315,0898;;;;;
2858,6816;;;;;
2916,6548;;;;;
2804,174;;;;;
3041,5056;;;;;
2935,481;;;;;
2769,5415;;;;;
2816,934;;;;;
2967,4321;;;;;
3039,0496;;;;;
2704,7617;;;;;
3239,4512;;;;;
2777,6719;;;;;
2804,9966;;;;;
2703,5718;;;;;
2949,9575;;;;;
2944,5508;;;;;
3000,0618;;;;;
2858,2734;;;;;
2877,875;;;;;
2739,8364;;;;;
3118,9822;;;;;
3265,5051;;;;;
2778,5432;;;;;
3235,351;;;;;
2690,285;;;;;
3080,7947;;;;;
3116,6267;;;;;
2911,3826;;;;;
2840,3928;;;;;
3023,195;;;;;
3231,706;;;;;
3218,8843;;;;;
2584,3296;;;;;
2854,59;;;;;
2702,9238;;;;;
3074,348;;;;;
3223,5562;;;;;
3017,2466;;;;;
3158,4875;;;;;
3067,7964;;;;;
3066,351;;;;;
2473,7822;;;;;
3022,606;;;;;
3179,519;;;;;
2989,8774;;;;;
2983,1277;;;;;
2857,5623;;;;;
2748,457;;;;;
2956,968;;;;;
2944,744;;;;;
2938,6978;;;;;
3041,3384;;;;;
2891,0254;;;;;
2836,1;;;;;
2846,8691;;;;;
2974,0603;;;;;
2864,5283;;;;;
2802,697;;;;;
3062,474;;;;;
2970,4875;;;;;
3056,0151;;;;;
2874,7305;;;;;
2622,2188;;;;;
2740,9001;;;;;
3010,1523;;;;;
2854,3674;;;;;
3145,846;;;;;
2728,5461;;;;;
3008,6636;;;;;
2714,0288;;;;;
2904,5513;;;;;
2763,162;;;;;
2940,3872;;;;;
3032,0781;;;;;
3179,7559;;;;;
3025,306;;;;;
2632,839;;;;;
2913,17;;;;;
3244,8853;;;;;
3240,471;;;;;
2850,2827;;;;;
2809,2354;;;;;
2827,3823;;;;;
2646,8193;;;;;
3210,452;;;;;
2984,1826;;;;;
2952,5889;;;;;
2872,6284;;;;;
2957,6824;;;;;
2899,276;;;;;
2954,1438;;;;;
2973,6821;;;;;
3011,4038;;;;;
3080,8528;;;;;
3200,4307;;;;;
2851,019;;;;;
2792,7788;;;;;
2986,4963;;;;;
2807,9192;;;;;
3118,5981;;;;;
2897,8806;;;;;
2715,415;;;;;
2831,7205;;;;;
2692,0032;;;;;
2999,3381;;;;;
3084,0464;;;;;
3118,4111;;;;;
2879,536;;;;;
3195,6843;;;;;
2673,1582;;;;;
2968,6406;;;;;
2854,4707;;;;;
2994,2454;;;;;
2928,94;;;;;
2932,0752;;;;;
3009,6313;;;;;
3114,1384;;;;;
2853,5342;;;;;
2931,2756;;;;;
2813,058;;;;;
2830,1084;;;;;
3187,2852;;;;;
3152,2317;;;;;
3034,1763;;;;;
3088,455;;;;;
3029,9275;;;;;
2925,308;;;;;
2732,9243;;;;;
3055,0981;;;;;
3174,5554;;;;;
3181,173;;;;;
2973,682;;;;;
2835,5547;;;;;
2949,5603;;;;;
2883,599;;;;;
2951,8599;;;;;
3030,5935;;;;;
3189,3687;;;;;
3113,8604;;;;;
3343,5034;;;;;
3052,17;;;;;
3008,0874;;;;;
2808,4219;;;;;
2859,5303;;;;;
2634,7092;;;;;
2836,8926;;;;;
3124,2942;;;;;
2854,1816;;;;;
2402,1377;;;;;
2709,5989;;;;;
3234,0068;;;;;
3239,116;;;;;
3271,8435;;;;;
2958,415;;;;;
2856,3281;;;;;
2965,9429;;;;;
3001,7744;;;;;
2945,6;;;;;
2830,3872;;;;;
3033,1428;;;;;
3026,314;;;;;
2874,9485;;;;;
3213,235;;;;;
2895,8755;;;;;
2669,4163;;;;;
2913,4065;;;;;
2968,1658;;;;;
3023,0437;;;;;
2905,8638;;;;;
2893,8127;;;;;
2694,9192;;;;;
3308,8254;;;;;
2829,6853;;;;;
3015,853;;;;;
3052,7935;;;;;
3154,2886;;;;;
3369,191;;;;;
2762,012;;;;;
2910,685;;;;;
3132,3723;;;;;
3023,0564;;;;;
2874,9626;;;;;
2790,306;;;;;
2962,2075;;;;;
3208,1807;;;;;
2649,552;;;;;
2699,204;;;;;
2951,4263;;;;;
3304,5366;;;;;
2858,6807;;;;;
2854,692;;;;;
3049,5764;;;;;
2781,832;;;;;
2949,1594;;;;;
2972,073;;;;;
2854,1965;;;;;
2845,2554;;;;;
2911,8528;;;;;
2886,4866;;;;;
3279,2864;;;;;
3074,4985;;;;;
2875,0898;;;;;
2972,0728;;;;;
2897,8655;;;;;
2708,2776;;;;;
3020,1333;;;;;
2967,2583;;;;;
2979,6501;;;;;
3202,88;;;;;
2932,5999;;;;;
3112,4292;;;;;
2717,264;;;;;
2852,48;;;;;
2841,2678;;;;;
3328,755;;;;;
2945,9067;;;;;
3071,69;;;;;
2987,7617;;;;;
2941,8428;;;;;
2957,0698;;;;;
2915,5737;;;;;
2950,35;;;;;
3125,484;;;;;
3029,7063;;;;;
2953,733;;;;;
3137,3806;;;;;
2843,341;;;;;
2864,4868;;;;;
2727,5806;;;;;
2957,4387;;;;;
3129,7864;;;;;
2731,4478;;;;;
2986,1326;;;;;
2668,214;;;;;
2806,6418;;;;;
3011,913;;;;;
3166,5657;;;;;
2861,3994;;;;;
3093,2197;;;;;
3024,4504;;;;;
3108,8953;;;;;
3236,5276;;;;;
3156,7122;;;;;
3124,8745;;;;;
3027,9272;;;;;
3057,695;;;;;
3148,2908;;;;;
3085,6228;;;;;
3069,288;;;;;
2794,2605;;;;;
3069,501;;;;;
2771,69;;;;;
2859,2993;;;;;
2943,674;;;;;
3039,65;;;;;
2944,3;;;;;
2913,8145;;;;;
2823,4136;;;;;
2813,8396;;;;;
3212,6262;;;;;
3007,303;;;;;
3003,225;;;;;
2741,0017;;;;;
3008,3953;;;;;
3175,953;;;;;
3090,5193;;;;;
2846,5156;;;;;
2726,1292;;;;;
2977,146;;;;;
2909,2278;;;;;
3012,567;;;;;
2843,2737;;;;;
2931,3394;;;;;
2962,209;;;;;
3088,0122;;;;;
2911,8179;;;;;
2847,7126;;;;;
2953,2087;;;;;
3073,4766;;;;;
3013,044;;;;;
2753,439;;;;;
2802,4658;;;;;
2941,6646;;;;;
2821,675;;;;;
2801,528;;;;;
2779,886;;;;;
2800,8735;;;;;
3038,0684;;;;;
3123,495;;;;;
2991,696;;;;;
3212,3445;;;;;
3208,061;;;;;
2939,4197;;;;;
3069,0552;;;;;
2875,7764;;;;;
2902,2695;;;;;
2664,0334;;;;;
3088,4285;;;;;
2790,5874;;;;;
2660,1892;;;;;
3127,188;;;;;
2731,109;;;;;
2855,6074;;;;;
2737,6704;;;;;
2798,8792;;;;;
2579,4392;;;;;
3168,3743;;;;;
2745,4802;;;;;
3264,292;;;;;
2893,7837;;;;;
2858,4048;;;;;
2940,0183;;;;;
2923,2773;;;;;
3103,7693;;;;;
2953,8164;;;;;
3102,9731;;;;;
3034,7473;;;;;
2932,9448;;;;;
2950,0603;;;;;
3170,3608;;;;;
3259,8792;;;;;
3008,7693;;;;;
3260,7517;;;;;
3100,35;;;;;
2984,6096;;;;;
2993,8896;;;;;
2643,4614;;;;;
2891,1545;;;;;
2818,9634;;;;;
2984,5732;;;;;
2950,8022;;;;;
2735,2856;;;;;
3003,2676;;;;;
2786,7654;;;;;
2911,2725;;;;;
3363,0417;;;;;
2840,5732;;;;;
2925,7104;;;;;
2916,3093;;;;;
2968,0762;;;;;
3034,8818;;;;;
2648,101;;;;;
2750,2205;;;;;
3279,0503;;;;;
2718,0515;;;;;
3030,2502;;;;;
2719,531;;;;;
2727,789;;;;;
2806,3528;;;;;
2977,1772;;;;;
3034,848;;;;;
2930,628;;;;;
2994,9785;;;;;
3087,0981;;;;;
3166,2915;;;;;
2743,1802;;;;;
3108,7822;;;;;
2614,8516;;;;;
2857,4294;;;;;
2996,043;;;;;
2722,3057;;;;;
3088,6128;;;;;
2976,4668;;;;;
3061,1091;;;;;
2868,7961;;;;;
3042,1514;;;;;
3206,324;;;;;
3359,0957;;;;;
3024,36;;;;;
2903,7334;;;;;
2963,1384;;;;;
3291,9907;;;;;
2904,2004;;;;;
3045,8135;;;;;
3037,7979;;;;;
3159,6177;;;;;
3145,3086;;;;;
2982,6475;;;;;
3181,8042;;;;;
2821,0537;;;;;
3222,039;;;;;
3043,2178;;;;;
2841,7942;;;;;
3075,1223;;;;;
2820,0242;;;;;
2818,2742;;;;;
2784,3267;;;;;
2801,931;;;;;
2884,5154;;;;;
3037,2695;;;;;
2580,547;;;;;
2927,2808;;;;;
3206,9314;;;;;
2984,266;;;;;
3024,165;;;;;
2689,2488;;;;;
3030,6907;;;;;
3177,8547;;;;;
3096,9597;;;;;
3009,8066;;;;;
2638,9614;;;;;
2958,173;;;;;
2777,8582;;;;;
2708,8147;;;;;
3197,9563;;;;;
2753,7393;;;;;
2858,3413;;;;;
2815,104;;;;;
2870,9395;;;;;
3054,753;;;;;
3128,1848;;;;;
3087,3044;;;;;
2868,8289;;;;;
3025,848;;;;;
2730,1877;;;;;
3240,0703;;;;;
2869,5154;;;;;
2664,483;;;;;
2830,4236;;;;;
2897,0022;;;;;
3027,2458;;;;;
3002,9055;;;;;
2654,194;;;;;
2965,4226;;;;;
2970,504;;;;;
2811,9722;;;;;
2970,062;;;;;
2748,7405;;;;;
2847,3125;;;;;
2906,3335;;;;;
2805,3777;;;;;
3022,867;;;;;
2916,893;;;;;
3174,7017;;;;;
2775,2542;;;;;
2760,0945;;;;;
2537,9797;;;;;
2801,527;;;;;
2616,9365;;;;;
2814,2026;;;;;
2796,2656;;;;;
2905,718;;;;;
3039,0254;;;;;
2905,5405;;;;;
3089,0876;;;;;
2840,8218;;;;;
2898,238;;;;;
3068,5156;;;;;
2908,3696;;;;;
2971,5352;;;;;
2407,5037;;;;;
3040,101;;;;;
3084,9565;;;;;
2921,498;;;;;
3010,4631;;;;;
3127,5454;;;;;
3199,365;;;;;
2922,1716;;;;;
3133,5122;;;;;
3124,0479;;;;;
2785,4883;;;;;
3218,536;;;;;
2781,3916;;;;;
3162,445;;;;;
2919,9937;;;;;
2843,55;;;;;
2913,355;;;;;
2960,7083;;;;;
2843,2146;;;;;
3054,1658;;;;;
2825,4165;;;;;
2764,558;;;;;
3026,3;;;;;
2743,4731;;;;;
2884,766;;;;;
3081,2249;;;;;
2851,7832;;;;;
2755,4138;;;;;
2867,0237;;;;;
2624,3247;;;;;
2849,2207;;;;;
2815,3232;;;;;
2876,3386;;;;;
2880,4634;;;;;
3164,8503;;;;;
3063,7517;;;;;
2688,612;;;;;
2710,0652;;;;;
3029,275;;;;;
3107,1501;;;;;
2856,564;;;;;
2991,7708;;;;;
2742,7363;;;;;
2958,4814;;;;;
3047,17;;;;;
2948,9756;;;;;
2687,4126;;;;;
2944,886;;;;;
2671,4854;;;;;
3043,11;;;;;
3212,227;;;;;
2985,7441;;;;;
2636,4763;;;;;
3225,987;;;;;
2838,0657;;;;;
2779,2097;;;;;
3084,1135;;;;;
3268,6196;;;;;
2932,9883;;;;;
2915,0845;;;;;
3145,0671;;;;;
2903,3113;;;;;
2613,4387;;;;;
2856,5603;;;;;
2906,8196;;;;;
3175,1797;;;;;
2798,9436;;;;;
2914,7039;;;;;
2779,694;;;;;
3097,4753;;;;;
3154,0767;;;;;
3012,5315;;;;;
2749,6133;;;;;
2822,849;;;;;
2770,343;;;;;
2880,4773;;;;;
2832,6025;;;;;
2838,8022;;;;;
2768,5962;;;;;
3271,7324;;;;;
2931,6826;;;;;
2973,107;;;;;
2946,6047;;;;;
3415,905;;;;;
3113,3633;;;;;
3054,2578;;;;;
3023,751;;;;;
2673,3;;;;;
2847,2148;;;;;
2627,1814;;;;;
3042,5112;;;;;
3324,618;;;;;
3003,998;;;;;
3220,8657;;;;;
2826,8857;;;;;
2694,352;;;;;
2907,6548;;;;;
3279,5586;;;;;
2791,4102;;;;;
3044,683;;;;;
2903,7737;;;;;
2857,5496;;;;;
3020,4253;;;;;
2865,7397;;;;;
3006,021;;;;;
2811,1282;;;;;
2808,118;;;;;
3103,667;;;;;
3087,3455;;;;;
2857,63;;;;;
3372,979;;;;;
2860,3188;;;;;
2755,1982;;;;;
3244,407;;;;;
2994,3154;;;;;
3037,356;;;;;
3140,5566;;;;;
3093,0024;;;;;
2860,6401;;;;;
2945,209;;;;;
2988,6626;;;;;
2838,9792;;;;;
