0; 350_550_0.7_0.16_15;935,46735;;;;;
1; 350_550_0.7_0.16_15;990,10974;;;;;
2; 350_550_0.7_0.16_15;909,85944;;;;;
3; 350_550_0.7_0.16_15;918,0343;;;;;
4; 350_550_0.7_0.16_15;925,67017;;;;;
5; 350_550_0.7_0.16_15;944,9689;;;;;
6; 350_550_0.7_0.16_15;956,4625;;;;;
7; 350_550_0.7_0.16_15;937,0356;;;;;
8; 350_550_0.7_0.16_15;933,9104;;Best;Worst;Average;Std
9; 350_550_0.7_0.16_15;893,5664;;893,5664;990,10974;934,50848;25,14737835
