3382,3477;;;;;;
3705,6445;;;;;;
4341,3154;;;;;;
3667,606;;;;;;
3747,8574;;;;;;
4196,4175;;;;;;
3764,2827;;;Best;Worst;Avg;Std
3788,22;;;3007,2246;4341,3154;3698,374837;178,1431611
3572,8;;;;;;
3283,2158;;;;;;
3506,743;;;;;;
3864,2378;;;;;;
3583,0193;;;;;;
3737,8394;;;;;;
3505,5618;;;;;;
3596,248;;;;;;
3641,5935;;;;;;
3585,8672;;;;;;
3601,8755;;;;;;
3687,6882;;;;;;
3723,469;;;;;;
3499,0815;;;;;;
3659,179;;;;;;
3982,2427;;;;;;
3723,9138;;;;;;
3818,3008;;;;;;
3913,1584;;;;;;
3548,1558;;;;;;
3796,1167;;;;;;
3445,8591;;;;;;
3706,181;;;;;;
3533,6636;;;;;;
3863,9456;;;;;;
3655,7979;;;;;;
3726,8828;;;;;;
3508,1565;;;;;;
3954,0933;;;;;;
3541,5654;;;;;;
3870,7249;;;;;;
4150,1284;;;;;;
3846,9995;;;;;;
3833,279;;;;;;
3782,2266;;;;;;
3885,2092;;;;;;
3862,8064;;;;;;
3825,2627;;;;;;
3626,2192;;;;;;
3468,5107;;;;;;
3480,7744;;;;;;
3750,5452;;;;;;
3519,1392;;;;;;
3587,2014;;;;;;
3683,78;;;;;;
3712,958;;;;;;
3760,9353;;;;;;
3860,2056;;;;;;
3336,9353;;;;;;
3770,0288;;;;;;
3653,9648;;;;;;
4030,2112;;;;;;
3652,0693;;;;;;
3592,7622;;;;;;
3564,1396;;;;;;
3651,518;;;;;;
3746,0293;;;;;;
3914,1511;;;;;;
3625,2285;;;;;;
3590,1995;;;;;;
3736,0657;;;;;;
3654,3394;;;;;;
3768,4014;;;;;;
3768,3894;;;;;;
3858,8555;;;;;;
3529,5132;;;;;;
3696,8545;;;;;;
3575,978;;;;;;
3678,3372;;;;;;
3653,536;;;;;;
3338,0193;;;;;;
3595,1628;;;;;;
3821,328;;;;;;
3718,9648;;;;;;
3776,3706;;;;;;
3757,2742;;;;;;
3786,441;;;;;;
3705,2603;;;;;;
3865,4841;;;;;;
3443,8245;;;;;;
3636,704;;;;;;
3434,13;;;;;;
3761,7236;;;;;;
3486,2666;;;;;;
3612,728;;;;;;
3860,473;;;;;;
3498,6006;;;;;;
3336,8914;;;;;;
3401,3667;;;;;;
3709,4092;;;;;;
3796,5493;;;;;;
3530,5112;;;;;;
3664,4758;;;;;;
3538,4553;;;;;;
3868,289;;;;;;
4184,364;;;;;;
3697,2183;;;;;;
3817,1182;;;;;;
3718,0125;;;;;;
3927,1104;;;;;;
3647,4521;;;;;;
3558,6167;;;;;;
4005,7437;;;;;;
3900,966;;;;;;
3299,9841;;;;;;
3643,0469;;;;;;
3849,8523;;;;;;
3907,2998;;;;;;
3475,603;;;;;;
3809,622;;;;;;
3865,308;;;;;;
3777,6982;;;;;;
3764,4753;;;;;;
3909,7046;;;;;;
3727,734;;;;;;
3480,0825;;;;;;
3553,4617;;;;;;
3995,4497;;;;;;
3758,0183;;;;;;
3810,9307;;;;;;
3692,3367;;;;;;
3856,4275;;;;;;
3593,6716;;;;;;
3767,722;;;;;;
3404,9226;;;;;;
3584,3948;;;;;;
3871,569;;;;;;
3663,3057;;;;;;
3517,3467;;;;;;
3720,4446;;;;;;
3752,078;;;;;;
3537,3047;;;;;;
4049,8745;;;;;;
3733,7002;;;;;;
3808,9595;;;;;;
3649,1765;;;;;;
3670,9595;;;;;;
3674,0125;;;;;;
3664,3318;;;;;;
3841,0723;;;;;;
3978,3723;;;;;;
4024,9456;;;;;;
3932,1272;;;;;;
3459,3484;;;;;;
3919,1523;;;;;;
3696,7986;;;;;;
3639,2014;;;;;;
3909,9575;;;;;;
3581,7852;;;;;;
3657,6064;;;;;;
3712,7463;;;;;;
3472,3657;;;;;;
3614,2222;;;;;;
3624,1013;;;;;;
3571,5623;;;;;;
3835,221;;;;;;
3806,0898;;;;;;
3596,0845;;;;;;
3848,7876;;;;;;
3943,1582;;;;;;
3620,13;;;;;;
3674,2964;;;;;;
3436,7004;;;;;;
4054,0464;;;;;;
3694,0708;;;;;;
3536,1362;;;;;;
3754,9827;;;;;;
3685,4707;;;;;;
3712,907;;;;;;
3939,9387;;;;;;
3732,9314;;;;;;
3921,725;;;;;;
3451,5437;;;;;;
3559,7185;;;;;;
3917,0615;;;;;;
3676,895;;;;;;
4020,1619;;;;;;
3534,8108;;;;;;
3630,8572;;;;;;
3814,686;;;;;;
3615,27;;;;;;
3994,864;;;;;;
3745,5854;;;;;;
3564,6135;;;;;;
3951,731;;;;;;
3763,8606;;;;;;
3806,3975;;;;;;
3702,902;;;;;;
3769,4116;;;;;;
3461,8591;;;;;;
3680,6812;;;;;;
3660,4917;;;;;;
3809,6733;;;;;;
3568,2617;;;;;;
3850,415;;;;;;
3439,5679;;;;;;
3744,239;;;;;;
3616,4067;;;;;;
3582,6365;;;;;;
3478,907;;;;;;
3590,9924;;;;;;
3516,6304;;;;;;
3640,3887;;;;;;
3963,0251;;;;;;
3436,6958;;;;;;
3899,6091;;;;;;
3590,3145;;;;;;
3819,398;;;;;;
3716,5762;;;;;;
3657,8062;;;;;;
3642,481;;;;;;
3689,4238;;;;;;
3560,9478;;;;;;
3400,3652;;;;;;
3922,0603;;;;;;
3618,5884;;;;;;
3656,0952;;;;;;
3563,065;;;;;;
3642,8918;;;;;;
4052,8;;;;;;
3285,349;;;;;;
3712,223;;;;;;
3711,5012;;;;;;
3883,1204;;;;;;
3505,6113;;;;;;
4047,2502;;;;;;
4029,295;;;;;;
3615,7402;;;;;;
3685,7305;;;;;;
3463,0625;;;;;;
3792,3457;;;;;;
3879,6912;;;;;;
3694,2935;;;;;;
3627,4844;;;;;;
3723,0222;;;;;;
3916,6978;;;;;;
3597,8367;;;;;;
3718,7188;;;;;;
3587,3684;;;;;;
3571,5044;;;;;;
3852,478;;;;;;
3435,7266;;;;;;
3627,863;;;;;;
3585,5938;;;;;;
3673,4612;;;;;;
3739,6826;;;;;;
3416,489;;;;;;
3843,2305;;;;;;
3517,5967;;;;;;
3727,4912;;;;;;
3860,2168;;;;;;
3487,4097;;;;;;
3653,0198;;;;;;
3780,987;;;;;;
3673,3174;;;;;;
3589,3694;;;;;;
3735,3748;;;;;;
3501,2515;;;;;;
3675,2021;;;;;;
3548,3704;;;;;;
3696,9897;;;;;;
3989,3374;;;;;;
3667,6265;;;;;;
3690,508;;;;;;
3703,376;;;;;;
3706,2485;;;;;;
3781,7632;;;;;;
3740,5918;;;;;;
3777,0652;;;;;;
3893,0322;;;;;;
3700,2563;;;;;;
3826,318;;;;;;
3710,1963;;;;;;
3561,044;;;;;;
3742,3594;;;;;;
3792,587;;;;;;
3722,2544;;;;;;
3867,3984;;;;;;
3938,3105;;;;;;
3557,9924;;;;;;
4081,5784;;;;;;
3650,2617;;;;;;
3617,2878;;;;;;
3729,8936;;;;;;
3499,2769;;;;;;
3909,7866;;;;;;
3608,8137;;;;;;
3846,867;;;;;;
3548,3413;;;;;;
3640,7222;;;;;;
3920,5771;;;;;;
3491,3206;;;;;;
3484,915;;;;;;
3757,1597;;;;;;
3628,7004;;;;;;
3784,5466;;;;;;
3437,4456;;;;;;
3756,6006;;;;;;
3548,7603;;;;;;
3842,7085;;;;;;
3365,9827;;;;;;
