5; 10000_45_18; 985.1557
6; 10000_45_18; 959.8537
7; 10000_45_18; 989.91394
8; 10000_45_18; 986.2627
9; 10000_45_18; 952.8884
0; 10000_45_19; 1003.2046
1; 10000_45_19; 968.5976
2; 10000_45_19; 981.93085
3; 10000_45_19; 981.3356
4; 10000_45_19; 984.65106
5; 10000_45_19; 996.32117
6; 10000_45_19; 997.5131
7; 10000_45_19; 965.6592
8; 10000_45_19; 984.3201
9; 10000_45_19; 981.1589
0; 10000_45_20; 999.9188
1; 10000_45_20; 995.54144
2; 10000_45_20; 980.9171
3; 10000_45_20; 967.17114
4; 10000_45_20; 987.851
5; 10000_45_20; 975.7594
6; 10000_45_20; 972.55786
7; 10000_45_20; 959.8537
8; 10000_45_20; 949.5582
9; 10000_45_20; 991.8012
0; 10000_45_21; 984.43976
1; 10000_45_21; 985.18616
2; 10000_45_21; 994.2842
3; 10000_45_21; 968.5976
4; 10000_45_21; 972.24603
5; 10000_45_21; 982.1156
6; 10000_45_21; 989.9295
7; 10000_45_21; 983.74615
8; 10000_45_21; 949.5582
9; 10000_45_21; 983.816
0; 10000_45_22; 983.5541
1; 10000_45_22; 981.1589
2; 10000_45_22; 983.4601
3; 10000_45_22; 995.2336
4; 10000_45_22; 961.528
5; 10000_45_22; 960.6399
6; 10000_45_22; 970.21326
7; 10000_45_22; 988.8029
8; 10000_45_22; 981.5014
9; 10000_45_22; 981.1589
0; 10000_45_23; 995.2336
1; 10000_45_23; 988.56116
2; 10000_45_23; 986.41815
3; 10000_45_23; 985.0154
4; 10000_45_23; 980.9171
5; 10000_45_23; 999.32745
6; 10000_45_23; 992.99817
7; 10000_45_23; 987.50024
8; 10000_45_23; 973.1093
9; 10000_45_23; 944.8763
