0; 10000_39_15;836,61115
1; 10000_39_15;844,15826
2; 10000_39_15;851,5459
3; 10000_39_15;829,9703
4; 10000_39_15;834,3958
5; 10000_39_15;849,2449
6; 10000_39_15;839,5849
7; 10000_39_15;838,26324
8; 10000_39_15;832,7254
9; 10000_39_15;830,53723
