0; 1031.0809;1279.4648;1031.0809
1; 1029.0197;1318.4779;1029.0197
2; 1029.0197;1313.9175;1029.0197
3; 1015.8887;1293.0404;1015.8887
4; 1012.99896;1298.1185;1012.99896
5; 1012.8945;1297.8967;1012.8945
6; 1012.8945;1299.2545;1012.8945
7; 1012.8945;1315.3873;1012.8945
8; 1012.8945;1253.0854;1012.8945
9; 1007.29254;1310.9064;1007.29254
10; 1007.29254;1289.0199;1007.29254
11; 1007.29254;1371.4257;1007.29254
12; 1007.29254;1370.142;1007.29254
13; 1007.29254;1343.9515;1007.29254
14; 1004.9165;1371.4257;1004.9165
15; 1004.9165;1347.2454;1004.9165
16; 1003.7498;1270.2122;1003.7498
17; 1003.7498;1358.5789;1003.7498
18; 1003.7498;1351.888;1003.7498
19; 1003.7498;1326.977;1003.7498
20; 1003.7498;1376.8037;1003.7498
21; 1001.6372;1319.1907;1001.6372
22; 1001.6372;1372.1389;1001.6372
23; 1001.6372;1312.9801;1001.6372
24; 1001.6372;1372.1389;1001.6372
25; 1002.8873;1362.6914;1001.6372
26; 998.14984;1350.7638;998.14984
27; 998.14984;1437.5243;998.14984
28; 977.81024;1356.0687;977.81024
29; 977.81024;1519.5935;977.81024
30; 977.81024;1439.0122;977.81024
31; 973.0673;1411.8695;973.0673
32; 973.0673;1341.5645;973.0673
33; 973.0673;1380.704;973.0673
34; 973.0673;1322.1924;973.0673
35; 973.0673;1406.8411;973.0673
36; 967.45294;1482.3137;967.45294
37; 947.00275;1517.8522;947.00275
38; 947.00275;1506.4269;947.00275
39; 945.7526;1472.8339;945.7526
40; 932.59863;1484.6583;932.59863
41; 932.59863;1344.0459;932.59863
42; 944.29034;1421.0201;932.59863
43; 944.29034;1471.4655;932.59863
44; 935.1424;1517.3804;932.59863
45; 935.1424;1412.0444;932.59863
46; 935.1424;1412.0444;932.59863
47; 935.1424;1402.2941;932.59863
48; 935.1424;1398.3489;932.59863
49; 935.1424;1362.3977;932.59863
50; 935.1424;1373.0273;932.59863
51; 929.7837;1305.8835;929.7837
52; 929.7837;1326.8752;929.7837
53; 929.7837;1383.505;929.7837
54; 929.7837;1411.191;929.7837
55; 929.7837;1395.8346;929.7837
56; 929.7837;1397.4956;929.7837
57; 929.7837;1310.7783;929.7837
58; 929.7837;1325.4553;929.7837
59; 929.7837;1401.4407;929.7837
60; 967.77344;1358.2417;929.7837
61; 963.56775;1315.5778;929.7837
62; 963.56775;1375.4546;929.7837
63; 954.46844;1507.1207;929.7837
64; 954.46844;1350.9542;929.7837
65; 954.46844;1301.6624;929.7837
66; 954.46844;1337.6433;929.7837
67; 954.46844;1370.0364;929.7837
68; 954.46844;1443.6006;929.7837
69; 954.46844;1448.0111;929.7837
70; 954.46844;1342.622;929.7837
71; 929.6937;1350.9542;929.6937
72; 929.6937;1436.7819;929.6937
73; 929.6937;1489.075;929.6937
74; 929.6937;1408.6649;929.6937
75; 929.6937;1488.8611;929.6937
76; 929.6937;1431.6238;929.6937
77; 929.6937;1498.6033;929.6937
78; 929.6937;1280.8105;929.6937
79; 929.6937;1488.8611;929.6937
80; 929.6937;1380.0194;929.6937
81; 932.76764;1385.3315;929.6937
82; 932.76764;1405.8395;929.6937
83; 932.76764;1388.8257;929.6937
84; 932.76764;1422.6584;929.6937
85; 936.4941;1412.0939;929.6937
86; 936.4941;1452.3334;929.6937
87; 936.4941;1318.9296;929.6937
88; 936.4941;1475.7278;929.6937
89; 936.23645;1475.7278;929.6937
90; 924.92194;1445.669;924.92194
91; 924.92194;1364.9728;924.92194
92; 924.92194;1412.9739;924.92194
93; 924.92194;1353.9685;924.92194
94; 924.92194;1368.0354;924.92194
95; 924.92194;1338.0944;924.92194
96; 924.92194;1344.7135;924.92194
97; 924.92194;1303.224;924.92194
98; 921.1955;1295.4288;921.1955
