0; 100_100_0.7_0.1_20;;;987,1289
1; 100_100_0.7_0.1_20;;;906,2336
2; 100_100_0.7_0.1_20;;;1010,604
3; 100_100_0.7_0.1_20;;;949,5011
4; 100_100_0.7_0.1_20;;;945,3926
5; 100_100_0.7_0.1_20;;;937,2677
6; 100_100_0.7_0.1_20;;;1010,7594
7; 100_100_0.7_0.1_20;;;1017,3159
8; 100_100_0.7_0.1_20;;;1040,1465
9; 100_100_0.7_0.1_20;;;1060,2893
0; 100_150_0.7_0.1_20;;;943,8408
1; 100_150_0.7_0.1_20;;;1091,6382
2; 100_150_0.7_0.1_20;;;968,23364
3; 100_150_0.7_0.1_20;;;911,9703
4; 100_150_0.7_0.1_20;;;980,4788
5; 100_150_0.7_0.1_20;;;1092,2671
6; 100_150_0.7_0.1_20;;;1020,2171
7; 100_150_0.7_0.1_20;;;973,54175
8; 100_150_0.7_0.1_20;;;910,2622
9; 100_150_0.7_0.1_20;;;940,79443
0; 100_200_0.7_0.1_20;;;837,72943
1; 100_200_0.7_0.1_20;;;943,0114
2; 100_200_0.7_0.1_20;;;837,7157
3; 100_200_0.7_0.1_20;;;980,5601
4; 100_200_0.7_0.1_20;;;1029,935
5; 100_200_0.7_0.1_20;;;893,1464
6; 100_200_0.7_0.1_20;;;900,94324
7; 100_200_0.7_0.1_20;;;1001,44366
8; 100_200_0.7_0.1_20;;;1017,27515
9; 100_200_0.7_0.1_20;;;955,6658
0; 100_250_0.7_0.1_20;;;951,63184
1; 100_250_0.7_0.1_20;;;900,90546
2; 100_250_0.7_0.1_20;;;968,1613
3; 100_250_0.7_0.1_20;;;910,99384
4; 100_250_0.7_0.1_20;;;848,60034
5; 100_250_0.7_0.1_20;;;882,47266
6; 100_250_0.7_0.1_20;;;879,95746
7; 100_250_0.7_0.1_20;;;975,80817
8; 100_250_0.7_0.1_20;;;1002,3602
9; 100_250_0.7_0.1_20;;;952,1532
0; 100_300_0.7_0.1_20;;;870,40015
1; 100_300_0.7_0.1_20;;;851,5818
2; 100_300_0.7_0.1_20;;;837,81384
3; 100_300_0.7_0.1_20;;;901,3811
4; 100_300_0.7_0.1_20;;;946,37384
5; 100_300_0.7_0.1_20;;;956,9154
6; 100_300_0.7_0.1_20;;;1036,6384
7; 100_300_0.7_0.1_20;;;980,8526
8; 100_300_0.7_0.1_20;;;942,1696
9; 100_300_0.7_0.1_20;;;880,7438
0; 100_350_0.7_0.1_20;;;914,67944
1; 100_350_0.7_0.1_20;;;855,2126
2; 100_350_0.7_0.1_20;;;861,4188
3; 100_350_0.7_0.1_20;;;946,4552
4; 100_350_0.7_0.1_20;;;875,1096
5; 100_350_0.7_0.1_20;;;865,20734
6; 100_350_0.7_0.1_20;;;897,7702
7; 100_350_0.7_0.1_20;;;874,09753
8; 100_350_0.7_0.1_20;;;889,3012
9; 100_350_0.7_0.1_20;;;984,7571
0; 100_400_0.7_0.1_20;;;926,8432
1; 100_400_0.7_0.1_20;;;899,706
2; 100_400_0.7_0.1_20;;;970,9368
3; 100_400_0.7_0.1_20;;;951,0322
4; 100_400_0.7_0.1_20;;;1022,0072
5; 100_400_0.7_0.1_20;;;959,39624
6; 100_400_0.7_0.1_20;;;889,6832
7; 100_400_0.7_0.1_20;;;936,69415
8; 100_400_0.7_0.1_20;;;837,3114
9; 100_400_0.7_0.1_20;;;918,3623
0; 100_450_0.7_0.1_20;;;927,01953
1; 100_450_0.7_0.1_20;;;875,0287
2; 100_450_0.7_0.1_20;;;920,4517
3; 100_450_0.7_0.1_20;;;1049,3373
4; 100_450_0.7_0.1_20;;;831,5716
5; 100_450_0.7_0.1_20;;;1033,5696
6; 100_450_0.7_0.1_20;;;997,3457
7; 100_450_0.7_0.1_20;;;877,6059
8; 100_450_0.7_0.1_20;;;1051,6447
9; 100_450_0.7_0.1_20;;;899,8647
0; 100_500_0.7_0.1_20;;;898,6615
1; 100_500_0.7_0.1_20;;;821,97296
2; 100_500_0.7_0.1_20;;;900,7895
3; 100_500_0.7_0.1_20;;;943,70605
4; 100_500_0.7_0.1_20;;;820,14777
5; 100_500_0.7_0.1_20;;;898,3409
6; 100_500_0.7_0.1_20;;;936,5001
7; 100_500_0.7_0.1_20;;;1050,7329
8; 100_500_0.7_0.1_20;;;858,2004
9; 100_500_0.7_0.1_20;;;1040,8552
0; 100_550_0.7_0.1_20;;;864,1089
1; 100_550_0.7_0.1_20;;;900,2106
2; 100_550_0.7_0.1_20;;;820,2066
3; 100_550_0.7_0.1_20;;;822,1264
4; 100_550_0.7_0.1_20;;;848,04016
5; 100_550_0.7_0.1_20;;;893,32355
6; 100_550_0.7_0.1_20;;;871,66364
7; 100_550_0.7_0.1_20;;;1063,7382
8; 100_550_0.7_0.1_20;;;901,4814
9; 100_550_0.7_0.1_20;;;862,038
0; 100_600_0.7_0.1_20;;;985,6653
1; 100_600_0.7_0.1_20;;;907,5802
2; 100_600_0.7_0.1_20;;;864,511
3; 100_600_0.7_0.1_20;;;934,6942
4; 100_600_0.7_0.1_20;;;868,0922
5; 100_600_0.7_0.1_20;;;957,01013
6; 100_600_0.7_0.1_20;;;948,19305
7; 100_600_0.7_0.1_20;;;976,4236
8; 100_600_0.7_0.1_20;;;869,03174
9; 100_600_0.7_0.1_20;;;915,7722
0; 100_650_0.7_0.1_20;;;828,864
1; 100_650_0.7_0.1_20;;;823,20215
2; 100_650_0.7_0.1_20;;;835,5787
3; 100_650_0.7_0.1_20;;;846,52
4; 100_650_0.7_0.1_20;;;903,4392
5; 100_650_0.7_0.1_20;;;860,80896
6; 100_650_0.7_0.1_20;;;830,1248
7; 100_650_0.7_0.1_20;;;883,7097
8; 100_650_0.7_0.1_20;;;897,50635
9; 100_650_0.7_0.1_20;;;876,1893
0; 100_700_0.7_0.1_20;;;968,8956
1; 100_700_0.7_0.1_20;;;872,1579
2; 100_700_0.7_0.1_20;;;1058,873
3; 100_700_0.7_0.1_20;;;829,4113
4; 100_700_0.7_0.1_20;;;831,85034
5; 100_700_0.7_0.1_20;;;845,6246
6; 100_700_0.7_0.1_20;;;884,73175
7; 100_700_0.7_0.1_20;;;820,6963
8; 100_700_0.7_0.1_20;;;887,5875
9; 100_700_0.7_0.1_20;;;1083,9827
0; 100_750_0.7_0.1_20;;;902,79346
1; 100_750_0.7_0.1_20;;;904,7578
2; 100_750_0.7_0.1_20;;;889,7048
3; 100_750_0.7_0.1_20;;;938,8654
4; 100_750_0.7_0.1_20;;;1097,4254
5; 100_750_0.7_0.1_20;;;842,5283
6; 100_750_0.7_0.1_20;;;1004,58276
7; 100_750_0.7_0.1_20;;;857,8853
8; 100_750_0.7_0.1_20;;;953,44226
9; 100_750_0.7_0.1_20;;;969,34326
0; 100_800_0.7_0.1_20;;;957,6611
1; 100_800_0.7_0.1_20;;;867,3062
2; 100_800_0.7_0.1_20;;;900,13934
3; 100_800_0.7_0.1_20;;;969,82874
4; 100_800_0.7_0.1_20;;;872,3082
5; 100_800_0.7_0.1_20;;;966,0282
6; 100_800_0.7_0.1_20;;;897,6914
7; 100_800_0.7_0.1_20;;;940,6748
8; 100_800_0.7_0.1_20;;;1031,5311
9; 100_800_0.7_0.1_20;;;887,9869
0; 100_850_0.7_0.1_20;;;942,1639
1; 100_850_0.7_0.1_20;;;921,8686
2; 100_850_0.7_0.1_20;;;1039,4929
3; 100_850_0.7_0.1_20;;;961,12585
4; 100_850_0.7_0.1_20;;;916,3678
5; 100_850_0.7_0.1_20;;;907,20215
6; 100_850_0.7_0.1_20;;;898,0071
7; 100_850_0.7_0.1_20;;;881,8164
8; 100_850_0.7_0.1_20;;;907,0801
9; 100_850_0.7_0.1_20;;;839,1036
0; 100_900_0.7_0.1_20;;;839,2656
1; 100_900_0.7_0.1_20;;;893,93274
2; 100_900_0.7_0.1_20;;;1001,1114
3; 100_900_0.7_0.1_20;;;890,68494
4; 100_900_0.7_0.1_20;;;1014,3992
5; 100_900_0.7_0.1_20;;;840,20215
6; 100_900_0.7_0.1_20;;;817,03845
7; 100_900_0.7_0.1_20;;;853,9897
8; 100_900_0.7_0.1_20;;;860,02295
9; 100_900_0.7_0.1_20;;;926,31305
0; 100_950_0.7_0.1_20;;;910,0611
1; 100_950_0.7_0.1_20;;;968,6196
2; 100_950_0.7_0.1_20;;;850,51245
3; 100_950_0.7_0.1_20;;;943,7799
4; 100_950_0.7_0.1_20;;;862,7878
5; 100_950_0.7_0.1_20;;;881,60614
6; 100_950_0.7_0.1_20;;;895,8575
7; 100_950_0.7_0.1_20;;;998,91724
8; 100_950_0.7_0.1_20;;;914,6996
9; 100_950_0.7_0.1_20;;;911,1906
0; 100_1000_0.7_0.1_20;;;860,9643
1; 100_1000_0.7_0.1_20;;;1048,3196
2; 100_1000_0.7_0.1_20;;;898,6993
3; 100_1000_0.7_0.1_20;;;912,2024
4; 100_1000_0.7_0.1_20;;;907,54144
5; 100_1000_0.7_0.1_20;;;999,2293
6; 100_1000_0.7_0.1_20;;;831,82825
7; 100_1000_0.7_0.1_20;;;893,11005
8; 100_1000_0.7_0.1_20;;;987,1536
9; 100_1000_0.7_0.1_20;;;835,8654
0; 150_100_0.7_0.1_30;;;1027,0039
1; 150_100_0.7_0.1_30;;;972,2313
2; 150_100_0.7_0.1_30;;;938,75275
3; 150_100_0.7_0.1_30;;;941,94763
4; 150_100_0.7_0.1_30;;;992,81305
5; 150_100_0.7_0.1_30;;;931,6821
6; 150_100_0.7_0.1_30;;;901,75085
7; 150_100_0.7_0.1_30;;;889,15875
8; 150_100_0.7_0.1_30;;;938,1819
9; 150_100_0.7_0.1_30;;;878,478
0; 150_150_0.7_0.1_30;;;958,6947
1; 150_150_0.7_0.1_30;;;1038,562
2; 150_150_0.7_0.1_30;;;955,86053
3; 150_150_0.7_0.1_30;;;945,4675
4; 150_150_0.7_0.1_30;;;978,12915
5; 150_150_0.7_0.1_30;;;1033,9875
6; 150_150_0.7_0.1_30;;;915,74884
7; 150_150_0.7_0.1_30;;;956,3576
8; 150_150_0.7_0.1_30;;;957,26355
9; 150_150_0.7_0.1_30;;;928,429
0; 150_200_0.7_0.1_30;;;908,3885
1; 150_200_0.7_0.1_30;;;870,1051
2; 150_200_0.7_0.1_30;;;942,7123
3; 150_200_0.7_0.1_30;;;916,2888
4; 150_200_0.7_0.1_30;;;836,42944
5; 150_200_0.7_0.1_30;;;1004,9221
6; 150_200_0.7_0.1_30;;;986,1048
7; 150_200_0.7_0.1_30;;;915,5629
8; 150_200_0.7_0.1_30;;;936,8916
9; 150_200_0.7_0.1_30;;;971,57605
0; 150_250_0.7_0.1_30;;;934,4913
1; 150_250_0.7_0.1_30;;;929,3278
2; 150_250_0.7_0.1_30;;;934,9736
3; 150_250_0.7_0.1_30;;;955,86536
4; 150_250_0.7_0.1_30;;;895,6855
5; 150_250_0.7_0.1_30;;;906,5609
6; 150_250_0.7_0.1_30;;;817,9923
7; 150_250_0.7_0.1_30;;;923,1059
8; 150_250_0.7_0.1_30;;;948,25085
9; 150_250_0.7_0.1_30;;;936,935
0; 150_300_0.7_0.1_30;;;900,4167
1; 150_300_0.7_0.1_30;;;864,1581
2; 150_300_0.7_0.1_30;;;907,5856
3; 150_300_0.7_0.1_30;;;864,1139
4; 150_300_0.7_0.1_30;;;848,22217
5; 150_300_0.7_0.1_30;;;839,1
6; 150_300_0.7_0.1_30;;;948,7429
7; 150_300_0.7_0.1_30;;;893,6624
8; 150_300_0.7_0.1_30;;;831,4789
9; 150_300_0.7_0.1_30;;;892,929
0; 150_350_0.7_0.1_30;;;843,6471
1; 150_350_0.7_0.1_30;;;832,4846
2; 150_350_0.7_0.1_30;;;886,37164
3; 150_350_0.7_0.1_30;;;927,74524
4; 150_350_0.7_0.1_30;;;848,1199
5; 150_350_0.7_0.1_30;;;892,4882
6; 150_350_0.7_0.1_30;;;845,35406
7; 150_350_0.7_0.1_30;;;858,0843
8; 150_350_0.7_0.1_30;;;910,88184
9; 150_350_0.7_0.1_30;;;912,17926
0; 150_400_0.7_0.1_30;;;941,48444
1; 150_400_0.7_0.1_30;;;985,5385
2; 150_400_0.7_0.1_30;;;830,26825
3; 150_400_0.7_0.1_30;;;862,89044
4; 150_400_0.7_0.1_30;;;893,15857
5; 150_400_0.7_0.1_30;;;852,7849
6; 150_400_0.7_0.1_30;;;908,5315
7; 150_400_0.7_0.1_30;;;895,75146
8; 150_400_0.7_0.1_30;;;873,3334
9; 150_400_0.7_0.1_30;;;882,30585
0; 150_450_0.7_0.1_30;;;902,7436
1; 150_450_0.7_0.1_30;;;1017,2156
2; 150_450_0.7_0.1_30;;;882,85596
3; 150_450_0.7_0.1_30;;;887,7214
4; 150_450_0.7_0.1_30;;;853,0189
5; 150_450_0.7_0.1_30;;;997,77716
6; 150_450_0.7_0.1_30;;;963,92334
7; 150_450_0.7_0.1_30;;;901,5615
8; 150_450_0.7_0.1_30;;;985,57886
9; 150_450_0.7_0.1_30;;;812,7855
0; 150_500_0.7_0.1_30;;;955,84625
1; 150_500_0.7_0.1_30;;;903,09436
2; 150_500_0.7_0.1_30;;;863,3246
3; 150_500_0.7_0.1_30;;;853,6405
4; 150_500_0.7_0.1_30;;;902,77637
5; 150_500_0.7_0.1_30;;;854,8911
6; 150_500_0.7_0.1_30;;;994,45416
7; 150_500_0.7_0.1_30;;;963,0586
8; 150_500_0.7_0.1_30;;;967,85034
9; 150_500_0.7_0.1_30;;;922,38074
0; 150_550_0.7_0.1_30;;;912,0568
1; 150_550_0.7_0.1_30;;;999,2915
2; 150_550_0.7_0.1_30;;;1039,8186
3; 150_550_0.7_0.1_30;;;939,9659
4; 150_550_0.7_0.1_30;;;977,61554
5; 150_550_0.7_0.1_30;;;925,17053
6; 150_550_0.7_0.1_30;;;892,67145
7; 150_550_0.7_0.1_30;;;854,9663
8; 150_550_0.7_0.1_30;;;825,3283
9; 150_550_0.7_0.1_30;;;972,98395
0; 150_600_0.7_0.1_30;;;863,078
1; 150_600_0.7_0.1_30;;;870,7443
2; 150_600_0.7_0.1_30;;;878,87085
3; 150_600_0.7_0.1_30;;;902,0034
4; 150_600_0.7_0.1_30;;;1058,8938
5; 150_600_0.7_0.1_30;;;890,63617
6; 150_600_0.7_0.1_30;;;901,7162
7; 150_600_0.7_0.1_30;;;1034,6422
8; 150_600_0.7_0.1_30;;;917,17773
9; 150_600_0.7_0.1_30;;;999,17456
0; 150_650_0.7_0.1_30;;;820,57574
1; 150_650_0.7_0.1_30;;;888,94464
2; 150_650_0.7_0.1_30;;;903,5746
3; 150_650_0.7_0.1_30;;;886,4286
4; 150_650_0.7_0.1_30;;;868,81464
5; 150_650_0.7_0.1_30;;;894,67645
6; 150_650_0.7_0.1_30;;;997,56323
7; 150_650_0.7_0.1_30;;;858,23193
8; 150_650_0.7_0.1_30;;;900,37445
9; 150_650_0.7_0.1_30;;;911,1734
0; 150_700_0.7_0.1_30;;;862,6098
1; 150_700_0.7_0.1_30;;;873,3117
2; 150_700_0.7_0.1_30;;;853,33936
3; 150_700_0.7_0.1_30;;;858,56903
4; 150_700_0.7_0.1_30;;;891,8343
5; 150_700_0.7_0.1_30;;;844,83344
6; 150_700_0.7_0.1_30;;;834,14966
7; 150_700_0.7_0.1_30;;;914,8817
8; 150_700_0.7_0.1_30;;;880,78217
9; 150_700_0.7_0.1_30;;;959,22034
0; 150_750_0.7_0.1_30;;;899,38446
1; 150_750_0.7_0.1_30;;;885,18225
2; 150_750_0.7_0.1_30;;;935,0063
3; 150_750_0.7_0.1_30;;;968,1973
4; 150_750_0.7_0.1_30;;;893,77264
5; 150_750_0.7_0.1_30;;;858,75354
6; 150_750_0.7_0.1_30;;;1059,323
7; 150_750_0.7_0.1_30;;;921,92365
8; 150_750_0.7_0.1_30;;;973,8821
9; 150_750_0.7_0.1_30;;;966,6244
0; 150_800_0.7_0.1_30;;;835,64703
1; 150_800_0.7_0.1_30;;;856,9356
2; 150_800_0.7_0.1_30;;;850,91125
3; 150_800_0.7_0.1_30;;;1017,1907
4; 150_800_0.7_0.1_30;;;940,2332
5; 150_800_0.7_0.1_30;;;845,7123
6; 150_800_0.7_0.1_30;;;872,2582
7; 150_800_0.7_0.1_30;;;883,86005
8; 150_800_0.7_0.1_30;;;864,6714
9; 150_800_0.7_0.1_30;;;909,8129
0; 150_850_0.7_0.1_30;;;848,75726
1; 150_850_0.7_0.1_30;;;894,741
2; 150_850_0.7_0.1_30;;;867,8833
3; 150_850_0.7_0.1_30;;;933,6892
4; 150_850_0.7_0.1_30;;;899,25116
5; 150_850_0.7_0.1_30;;;926,2114
6; 150_850_0.7_0.1_30;;;881,9002
7; 150_850_0.7_0.1_30;;;878,2053
8; 150_850_0.7_0.1_30;;;851,2632
9; 150_850_0.7_0.1_30;;;880,9405
0; 150_900_0.7_0.1_30;;;853,34076
1; 150_900_0.7_0.1_30;;;837,37
2; 150_900_0.7_0.1_30;;;959,30743
3; 150_900_0.7_0.1_30;;;883,5514
4; 150_900_0.7_0.1_30;;;1052,6372
5; 150_900_0.7_0.1_30;;;840,2416
6; 150_900_0.7_0.1_30;;;892,0211
7; 150_900_0.7_0.1_30;;;869,00323
8; 150_900_0.7_0.1_30;;;874,0953
9; 150_900_0.7_0.1_30;;;963,28394
0; 150_950_0.7_0.1_30;;;862,30774
1; 150_950_0.7_0.1_30;;;856,06165
2; 150_950_0.7_0.1_30;;;838,6471
3; 150_950_0.7_0.1_30;;;923,65393
4; 150_950_0.7_0.1_30;;;888,87366
5; 150_950_0.7_0.1_30;;;834,0527
6; 150_950_0.7_0.1_30;;;898,41016
7; 150_950_0.7_0.1_30;;;905,7599
8; 150_950_0.7_0.1_30;;;825,94006
9; 150_950_0.7_0.1_30;;;928,1661
0; 150_1000_0.7_0.1_30;;;851,11273
1; 150_1000_0.7_0.1_30;;;904,1745
2; 150_1000_0.7_0.1_30;;;845,7015
3; 150_1000_0.7_0.1_30;;;892,8131
4; 150_1000_0.7_0.1_30;;;916,0064
5; 150_1000_0.7_0.1_30;;;878,2821
6; 150_1000_0.7_0.1_30;;;887,2654
7; 150_1000_0.7_0.1_30;;;930,3423
8; 150_1000_0.7_0.1_30;;;854,0771
9; 150_1000_0.7_0.1_30;;;940,83075
0; 200_100_0.7_0.1_40;;;994,94446
1; 200_100_0.7_0.1_40;;;992,347
2; 200_100_0.7_0.1_40;;;961,9956
3; 200_100_0.7_0.1_40;;;850,1387
4; 200_100_0.7_0.1_40;;;989,90045
5; 200_100_0.7_0.1_40;;;892,37445
6; 200_100_0.7_0.1_40;;;947,54486
7; 200_100_0.7_0.1_40;;;825,44714
8; 200_100_0.7_0.1_40;;;928,4534
9; 200_100_0.7_0.1_40;;;962,8988
0; 200_150_0.7_0.1_40;;;981,43933
1; 200_150_0.7_0.1_40;;;939,0749
2; 200_150_0.7_0.1_40;;;986,3481
3; 200_150_0.7_0.1_40;;;918,4776
4; 200_150_0.7_0.1_40;;;900,19104
5; 200_150_0.7_0.1_40;;;934,5135
6; 200_150_0.7_0.1_40;;;873,0036
7; 200_150_0.7_0.1_40;;;913,785
8; 200_150_0.7_0.1_40;;;905,38806
9; 200_150_0.7_0.1_40;;;821,97296
0; 200_200_0.7_0.1_40;;;1032,5547
1; 200_200_0.7_0.1_40;;;1026,616
2; 200_200_0.7_0.1_40;;;898,7876
3; 200_200_0.7_0.1_40;;;878,2147
4; 200_200_0.7_0.1_40;;;922,8552
5; 200_200_0.7_0.1_40;;;886,8719
6; 200_200_0.7_0.1_40;;;897,8149
7; 200_200_0.7_0.1_40;;;977,53595
