;Global best - Swap;Global best - inversion
672;925,442;933,2984
673;925,442;933,2984
674;925,442;933,2984
675;925,442;933,2984
676;925,442;933,2984
677;925,442;933,2984
678;925,442;933,2984
679;925,442;933,2984
680;925,442;933,2984
681;925,442;933,2984
682;925,442;933,2984
683;925,442;933,2984
684;925,442;933,2984
685;925,442;933,2984
686;925,442;933,2984
687;925,442;933,2984
688;925,442;933,2984
689;925,442;933,2984
690;925,442;933,2984
691;925,442;933,2984
692;925,442;933,2984
693;925,442;933,2984
694;925,442;933,2984
695;925,442;933,2984
696;925,442;933,2984
697;925,442;933,2984
698;925,442;933,2984
699;925,442;933,2984
700;925,442;933,2984
701;925,442;933,2984
702;925,442;933,2984
703;925,442;933,2984
704;925,442;933,2984
705;925,442;933,2984
706;925,442;933,2984
707;925,442;933,2984
708;925,442;933,2984
709;925,442;933,2984
710;925,442;933,2984
711;925,442;933,2984
712;925,442;933,2984
713;925,442;933,2984
714;925,442;933,2984
715;925,442;933,2984
716;925,442;933,2984
717;925,442;933,2984
718;925,442;933,2984
719;925,442;933,2984
720;925,442;933,2984
721;925,442;933,2984
722;925,442;933,2984
723;925,442;933,2984
724;925,442;933,2984
725;925,442;933,2984
726;925,442;933,2984
727;925,442;933,2984
728;925,442;933,2984
729;925,442;933,2984
730;925,442;933,2984
731;925,442;933,2984
732;925,442;933,2984
733;925,442;933,2984
734;925,442;933,2984
735;925,442;933,2984
736;925,442;933,2984
737;925,442;933,2984
738;925,442;933,2984
739;925,442;933,2984
740;925,442;933,2984
741;925,442;933,2984
742;925,442;933,2984
743;925,442;933,2984
744;925,442;933,2984
745;925,442;933,2984
746;925,442;933,2984
747;925,442;933,2984
748;925,442;933,2984
749;925,442;933,2984
750;925,442;933,2984
751;925,442;933,2984
752;925,442;933,2984
753;925,442;933,2984
754;925,442;933,2984
755;925,442;933,2984
756;925,442;933,2984
757;925,442;933,2984
758;925,442;933,2984
759;925,442;933,2984
760;925,442;933,2984
761;925,442;933,2984
762;925,442;933,2984
763;925,442;933,2984
764;925,442;933,2984
765;925,442;933,2984
766;925,442;933,2984
767;925,442;933,2984
768;925,442;933,2984
769;925,442;933,2984
770;925,442;933,2984
771;925,442;933,2984
772;925,442;933,2984
773;925,442;933,2984
774;925,442;933,2984
775;925,442;933,2984
776;925,442;933,2984
777;925,442;933,2984
778;925,442;933,2984
779;925,442;933,2984
780;925,442;933,2984
781;925,442;933,2984
782;925,442;933,2984
783;925,442;933,2984
784;925,442;933,2984
785;925,442;933,2984
786;925,442;933,2984
787;925,442;933,2984
788;925,442;933,2984
789;925,442;933,2984
790;925,442;933,2984
791;925,442;933,2984
792;925,442;933,2984
793;925,442;933,2984
794;925,442;933,2984
795;925,442;933,2984
796;925,442;933,2984
797;925,442;933,2984
798;925,442;933,2984
799;925,442;933,2984
800;925,442;933,2984
801;925,442;933,2984
802;925,442;933,2984
803;925,442;933,2984
804;925,442;933,2984
805;925,442;933,2984
806;925,442;933,2984
807;925,442;933,2984
808;925,442;933,2984
809;925,442;933,2984
810;925,442;933,2984
811;925,442;933,2984
812;925,442;933,2984
813;925,442;933,2984
814;925,442;933,2984
815;925,442;933,2984
816;925,442;933,2984
817;925,442;933,2984
818;925,442;933,2984
819;925,442;933,2984
820;925,442;933,2984
821;925,442;933,2984
822;925,442;933,2984
823;925,442;933,2984
824;925,442;933,2984
825;925,442;933,2984
826;925,442;933,2984
827;925,442;933,2984
828;925,442;933,2984
829;925,442;933,2984
830;925,442;933,2984
831;925,442;933,2984
832;925,442;933,2984
833;925,442;933,2984
834;925,442;933,2984
835;925,442;933,2984
836;925,442;933,2984
837;925,442;933,2984
838;925,442;933,2984
839;925,442;933,2984
840;925,442;933,2984
841;925,442;933,2984
842;925,442;933,2984
843;925,442;933,2984
844;925,442;933,2984
845;925,442;933,2984
846;925,442;933,2984
847;925,442;933,2984
848;925,442;933,2984
849;925,442;933,2984
850;925,442;933,2984
851;925,442;933,2984
852;925,442;933,2984
853;925,442;933,2984
854;925,442;933,2984
855;925,442;933,2984
856;925,442;933,2984
857;925,442;933,2984
858;925,442;933,2984
859;925,442;933,2984
860;925,442;933,2984
861;925,442;933,2984
862;925,442;933,2984
863;925,442;933,2984
864;925,442;933,2984
865;925,442;933,2984
866;925,442;933,2984
867;925,442;933,2984
868;925,442;933,2984
869;925,442;933,2984
870;925,442;933,2984
871;925,442;933,2984
872;925,442;933,2984
873;925,442;933,2984
874;925,442;933,2984
875;925,442;933,2984
876;925,442;933,2984
877;925,442;933,2984
878;925,442;933,2984
879;925,442;933,2984
880;925,442;933,2984
881;925,442;933,2984
882;925,442;933,2984
883;925,442;933,2984
884;925,442;933,2984
885;925,442;933,2984
886;925,442;933,2984
887;925,442;933,2984
888;925,442;933,2984
889;925,442;933,2984
890;925,442;933,2984
891;925,442;933,2984
892;925,442;933,2984
893;925,442;933,2984
894;925,442;933,2984
895;925,442;933,2984
896;925,442;933,2984
897;925,442;933,2984
898;925,442;933,2984
899;925,442;933,2984
900;925,442;933,2984
901;925,442;933,2984
902;925,442;933,2984
903;925,442;933,2984
904;925,442;933,2984
905;925,442;933,2984
906;925,442;933,2984
907;925,442;933,2984
908;925,442;933,2984
909;925,442;933,2984
910;925,442;933,2984
911;925,442;933,2984
912;925,442;933,2984
913;925,442;933,2984
914;925,442;933,2984
915;925,442;933,2984
916;925,442;933,2984
917;925,442;933,2984
918;925,442;933,2984
919;925,442;933,2984
920;925,442;933,2984
921;925,442;933,2984
922;925,442;933,2984
923;925,442;933,2984
924;925,442;933,2984
925;925,442;933,2984
926;925,442;933,2984
927;925,442;933,2984
928;925,442;933,2984
929;925,442;933,2984
930;925,442;933,2984
931;925,442;933,2984
932;925,442;933,2984
933;925,442;933,2984
934;925,442;933,2984
935;925,442;933,2984
936;925,442;933,2984
937;925,442;933,2984
938;925,442;933,2984
939;925,442;933,2984
940;925,442;933,2984
941;925,442;933,2984
942;925,442;933,2984
943;925,442;933,2984
944;925,442;933,2984
945;925,442;933,2984
946;925,442;933,2984
947;925,442;933,2984
948;925,442;933,2984
949;925,442;933,2984
950;925,442;933,2984
951;925,442;933,2984
952;925,442;933,2984
953;925,442;933,2984
954;925,442;933,2984
955;925,442;933,2984
956;925,442;933,2984
957;925,442;933,2984
958;925,442;933,2984
959;925,442;933,2984
960;925,442;933,2984
961;925,442;933,2984
962;925,442;933,2984
963;925,442;933,2984
964;925,442;933,2984
965;925,442;933,2984
966;925,442;933,2984
967;925,442;933,2984
968;925,442;933,2984
969;925,442;933,2984
970;925,442;933,2984
971;925,442;933,2984
972;925,442;933,2984
973;925,442;933,2984
974;925,442;933,2984
975;925,442;933,2984
976;925,442;933,2984
977;925,442;933,2984
978;925,442;933,2984
979;925,442;933,2984
980;925,442;933,2984
981;925,442;933,2984
982;925,442;933,2984
983;925,442;933,2984
984;925,442;933,2984
985;925,442;933,2984
986;925,442;933,2984
987;925,442;933,2984
988;925,442;933,2984
989;925,442;933,2984
990;925,442;933,2984
991;925,442;933,2984
992;925,442;933,2984
993;925,442;933,2984
994;925,442;933,2984
995;925,442;933,2984
996;925,442;933,2984
997;925,442;933,2984
998;925,442;933,2984
999;925,442;933,2984
