0; 100_100_0.7_0.016_5; 1024.6683
1; 100_100_0.7_0.016_5; 971.0459
2; 100_100_0.7_0.016_5; 946.7166
3; 100_100_0.7_0.016_5; 1445.9104
4; 100_100_0.7_0.016_5; 1892.249
5; 100_100_0.7_0.016_5; 1310.6648
6; 100_100_0.7_0.016_5; 969.8047
7; 100_100_0.7_0.016_5; 1067.889
8; 100_100_0.7_0.016_5; 1757.5344
9; 100_100_0.7_0.016_5; 1557.1748
