;pop_size;gen;px;pm;tour;;;;;;;;;pop_size;gen;;;;;;;;Best;Worst;Average
5;150;100;0.7;0.1;30;;;931,6821;;;;;;600;350;0.7;0.1;120;0;0;854,9723;0;852,9937;986,59924;893,612809
6;150;100;0.7;0.1;30;;;901,75085;;;;;;600;400;0.7;0.1;120;0;0;1032,3787;0;818,8179;1032,3787;897,496275
7;150;100;0.7;0.1;30;;;889,15875;;;;;;600;450;0.7;0.1;120;0;0;945,677;0;830,1081;983,57446;888,418321
8;150;100;0.7;0.1;30;;;938,1819;;Best;Worst;Average;;600;500;0.7;0.1;120;0;0;866,80164;0;804,0378;961,72754;854,680981
9;150;100;0.7;0.1;30;;;878,478;;878,478;1027,0039;941,200023;;600;550;0.7;0.1;120;0;0;847,99286;0;820,7445;971,51263;872,038213
0;150;150;0.7;0.1;30;;;958,6947;;;;;;600;600;0.7;0.1;120;0;0;892,8253;0;801,8739;921,5409;871,789414
1;150;150;0.7;0.1;30;;;1038,562;;;;;;600;650;0.7;0.1;120;0;0;836,811;0;797,87177;963,4936;874,986496
2;150;150;0.7;0.1;30;;;955,86053;;;;;;600;700;0.7;0.1;120;0;0;816,4642;0;816,4642;909,28644;871,327297
3;150;150;0.7;0.1;30;;;945,4675;;;;;;600;750;0.7;0.1;120;0;0;851,88403;0;823,2284;894,2558;854,473443
4;150;150;0.7;0.1;30;;;978,12915;;;;;;600;800;0.7;0.1;120;0;0;839,54596;0;837,2311;917,5724;877,767974
5;150;150;0.7;0.1;30;;;1033,9875;;;;;;600;850;0.7;0.1;120;0;0;988,96106;0;829,5334;988,96106;873,145782
6;150;150;0.7;0.1;30;;;915,74884;;;;;;600;900;0.7;0.1;120;0;0;843,4618;0;820,4296;896,30865;857,785433
7;150;150;0.7;0.1;30;;;956,3576;;;;;;600;950;0.7;0.1;120;0;0;925,39014;0;838,4717;925,39014;869,649599
8;150;150;0.7;0.1;30;;;957,26355;;Best;Worst;Average;;600;1000;0.7;0.1;120;0;0;898,8927;0;804,03784;925,45154;866,522529
9;150;150;0.7;0.1;30;;;928,429;;915,74884;1038,562;966,850037;;650;100;0.7;0.1;130;0;0;953,8125;0;836,1596;1074,5377;922,980823
0;150;200;0.7;0.1;30;;;908,3885;;;;;;650;150;0.7;0.1;130;0;0;863,427;0;846,4741;1010,1439;912,470369
1;150;200;0.7;0.1;30;;;870,1051;;;;;;650;200;0.7;0.1;130;0;0;884,6468;0;822,1068;1038,4349;910,074099
2;150;200;0.7;0.1;30;;;942,7123;;;;;;650;250;0.7;0.1;130;0;0;864,70856;0;842,9782;963,34265;888,312931
3;150;200;0.7;0.1;30;;;916,2888;;;;;;650;300;0.7;0.1;130;0;0;900,97705;0;829,1403;971,82947;880,675994
4;150;200;0.7;0.1;30;;;836,42944;;;;;;650;350;0.7;0.1;130;0;0;811,069;0;811,069;925,07556;869,745623
5;150;200;0.7;0.1;30;;;1004,9221;;;;;;650;400;0.7;0.1;130;0;0;803,4315;0;803,4315;934,171;859,144996
6;150;200;0.7;0.1;30;;;986,1048;;;;;;650;450;0.7;0.1;130;0;0;882,29175;0;813,69684;911,7751;875,058852
7;150;200;0.7;0.1;30;;;915,5629;;;;;;650;500;0.7;0.1;130;0;0;927,76935;0;829,4113;927,76935;871,863149
8;150;200;0.7;0.1;30;;;936,8916;;Best;Worst;Average;;650;550;0.7;0.1;130;0;0;930,9249;0;822,1068;970,43225;895,06992
9;150;200;0.7;0.1;30;;;971,57605;;836,42944;1004,9221;928,898159;;650;600;0.7;0.1;130;0;0;957,79126;0;797,87177;1041,2593;883,348826
0;150;250;0.7;0.1;30;;;934,4913;;;;;;650;650;0.7;0.1;130;0;0;835,9541;0;821,02856;990,8528;861,477603
1;150;250;0.7;0.1;30;;;929,3278;;;;;;650;700;0.7;0.1;130;0;0;846,3143;0;835,398;919,2417;873,304417
2;150;250;0.7;0.1;30;;;934,9736;;;;;;650;750;0.7;0.1;130;0;0;835,5792;0;815,552;933,2055;872,862251
3;150;250;0.7;0.1;30;;;955,86536;;;;;;650;800;0.7;0.1;130;0;0;919,8386;0;836,0613;933,789;877,622023
4;150;250;0.7;0.1;30;;;895,6855;;;;;;650;850;0.7;0.1;130;0;0;944,26544;0;816,34546;954,9347;878,775571
5;150;250;0.7;0.1;30;;;906,5609;;;;;;650;900;0.7;0.1;130;0;0;823,2115;0;822,7393;922,13556;852,772315
6;150;250;0.7;0.1;30;;;817,9923;;;;;;650;950;0.7;0.1;130;0;0;814,5247;0;812,9817;887,50024;853,457215
7;150;250;0.7;0.1;30;;;923,1059;;;;;;650;1000;0.7;0.1;130;0;0;833,9289;0;804,0378;901,39307;853,500929
8;150;250;0.7;0.1;30;;;948,25085;;Best;Worst;Average;;700;100;0.7;0.1;140;0;0;867,3276;0;853,9688;956,7716;887,551554
9;150;250;0.7;0.1;30;;;936,935;;817,9923;955,86536;918,318851;;700;150;0.7;0.1;140;0;0;867,9471;0;831,58673;969,4313;879,369637
0;150;300;0.7;0.1;30;;;900,4167;;;;;;700;200;0.7;0.1;140;0;0;857,0467;0;843,6785;918,9236;883,398544
1;150;300;0.7;0.1;30;;;864,1581;;;;;;700;250;0.7;0.1;140;0;0;848,5829;0;841,59247;970,4768;885,431402
2;150;300;0.7;0.1;30;;;907,5856;;;;;;700;300;0.7;0.1;140;0;0;905,5782;0;825,87537;1013,0283;899,136405
3;150;300;0.7;0.1;30;;;864,1139;;;;;;700;350;0.7;0.1;140;0;0;841,5846;0;841,5846;932,73364;882,849068
4;150;300;0.7;0.1;30;;;848,22217;;;;;;700;400;0.7;0.1;140;0;0;838,4717;0;809,1662;988,47327;884,284613
5;150;300;0.7;0.1;30;;;839,1;;;;;;700;450;0.7;0.1;140;0;0;834,06055;0;834,06055;912,4246;869,067075
6;150;300;0.7;0.1;30;;;948,7429;;;;;;700;500;0.7;0.1;140;0;0;945,0279;0;810,69403;961,1903;860,90371
7;150;300;0.7;0.1;30;;;893,6624;;;;;;700;550;0.7;0.1;140;0;0;885,70416;0;817,591;947,68494;890,489951
8;150;300;0.7;0.1;30;;;831,4789;;Best;Worst;Average;;700;600;0.7;0.1;140;0;0;856,0621;0;811,8274;997,114;877,62731
9;150;300;0.7;0.1;30;;;892,929;;831,4789;948,7429;879,040967;;700;650;0.7;0.1;140;0;0;858,243;0;801,8739;980,82306;883,44029
0;150;350;0.7;0.1;30;;;843,6471;;;;;;700;700;0.7;0.1;140;0;0;830,26825;0;812,9033;962,42505;866,856754
1;150;350;0.7;0.1;30;;;832,4846;;;;;;700;750;0.7;0.1;140;0;0;911,802;0;834,8314;963,9979;872,707066
2;150;350;0.7;0.1;30;;;886,37164;;;;;;700;800;0.7;0.1;140;0;0;837,67255;0;808,2016;944,745;866,088015
3;150;350;0.7;0.1;30;;;927,74524;;;;;;700;850;0.7;0.1;140;0;0;896,05115;0;810,69403;896,36914;851,756006
4;150;350;0.7;0.1;30;;;848,1199;;;;;;700;900;0.7;0.1;140;0;0;822,7393;0;803,311;1034,9746;881,035723
5;150;350;0.7;0.1;30;;;892,4882;;;;;;700;950;0.7;0.1;140;0;0;838,47345;0;803,311;1026,899;887,179187
6;150;350;0.7;0.1;30;;;845,35406;;;;;;700;1000;0.7;0.1;140;0;0;814,7505;0;814,7505;895,4052;847,633429
7;150;350;0.7;0.1;30;;;858,0843;;;;;;750;100;0.7;0.1;150;0;0;1021,50946;0;839,84735;1021,50946;902,849952
8;150;350;0.7;0.1;30;;;910,88184;;Best;Worst;Average;;750;150;0.7;0.1;150;0;0;938,35736;0;844,9201;968,7638;892,321397
9;150;350;0.7;0.1;30;;;912,17926;;832,4846;927,74524;875,735614;;750;200;0.7;0.1;150;0;0;803,4315;0;803,4315;939,7201;877,581196
0;150;400;0.7;0.1;30;;;941,48444;;;;;;750;250;0.7;0.1;150;0;0;820,1531;0;813,3914;964,73816;890,442635
1;150;400;0.7;0.1;30;;;985,5385;;;;;;750;300;0.7;0.1;150;0;0;892,7154;0;833,0306;914,66473;871,142109
2;150;400;0.7;0.1;30;;;830,26825;;;;;;750;350;0.7;0.1;150;0;0;867,4128;0;823,33936;971,7473;870,974571
3;150;400;0.7;0.1;30;;;862,89044;;;;;;750;400;0.7;0.1;150;0;0;901,7271;0;823,4657;958,06104;894,240179
4;150;400;0.7;0.1;30;;;893,15857;;;;;;750;450;0.7;0.1;150;0;0;835,90875;0;814,31384;972,27057;868,628866
5;150;400;0.7;0.1;30;;;852,7849;;;;;;750;500;0.7;0.1;150;0;0;858,049;0;812,9817;912,69165;855,237442
6;150;400;0.7;0.1;30;;;908,5315;;;;;;750;550;0.7;0.1;150;0;0;859,6242;0;828,4659;961,7623;902,589502
7;150;400;0.7;0.1;30;;;895,75146;;;;;;750;600;0.7;0.1;150;0;0;854,08594;0;843,1316;926,7457;869,47247
8;150;400;0.7;0.1;30;;;873,3334;;Best;Worst;Average;;750;650;0.7;0.1;150;0;0;816,49713;0;816,49713;883,17633;852,23297
9;150;400;0.7;0.1;30;;;882,30585;;830,26825;985,5385;892,604731;;750;700;0.7;0.1;150;0;0;843,2963;0;803,31104;950,6255;872,391419
0;150;450;0.7;0.1;30;;;902,7436;;;;;;750;750;0.7;0.1;150;0;0;842,14185;0;812,7828;904,02747;843,951504
1;150;450;0.7;0.1;30;;;1017,2156;;;;;;750;800;0.7;0.1;150;0;0;817,70996;0;817,70996;934,84546;863,951373
2;150;450;0.7;0.1;30;;;882,85596;;;;;;750;850;0.7;0.1;150;0;0;995,72955;0;838,4717;995,72955;881,933456
3;150;450;0.7;0.1;30;;;887,7214;;;;;;750;900;0.7;0.1;150;0;0;879,7124;0;833,1492;949,51227;869,789086
4;150;450;0.7;0.1;30;;;853,0189;;;;;;750;950;0.7;0.1;150;0;0;803,39355;0;803,39355;903,62024;857,690289
5;150;450;0.7;0.1;30;;;997,77716;;;;;;750;1000;0.7;0.1;150;0;0;911,16943;0;812,9033;926,0143;857,680741
6;150;450;0.7;0.1;30;;;963,92334;;;;;;800;100;0.7;0.1;160;0;0;898,992;0;822,52014;952,9566;874,635091
7;150;450;0.7;0.1;30;;;901,5615;;;;;;800;150;0.7;0.1;160;0;0;854,08167;0;815,552;917,729;859,632298
8;150;450;0.7;0.1;30;;;985,57886;;Best;Worst;Average;;800;200;0.7;0.1;160;0;0;1029,1593;0;853,90594;1029,1593;913,950362
9;150;450;0.7;0.1;30;;;812,7855;;812,7855;1017,2156;920,518182;;800;250;0.7;0.1;160;0;0;877,1078;0;803,5141;885,17487;851,907287
0;150;500;0.7;0.1;30;;;955,84625;;;;;;800;300;0.7;0.1;160;0;0;843,65967;0;804,06476;955,3245;872,961735
1;150;500;0.7;0.1;30;;;903,09436;;;;;;800;350;0.7;0.1;160;0;0;857,68524;0;801,8739;963,3903;869,517031
2;150;500;0.7;0.1;30;;;863,3246;;;;;;800;400;0.7;0.1;160;0;0;866,7529;0;816,71075;887,64276;863,934001
3;150;500;0.7;0.1;30;;;853,6405;;;;;;800;450;0.7;0.1;160;0;0;811,1895;0;799,64215;891,094;845,80403
4;150;500;0.7;0.1;30;;;902,77637;;;;;;800;500;0.7;0.1;160;0;0;819,951;0;811,069;913,7665;847,970512
5;150;500;0.7;0.1;30;;;854,8911;;;;;;800;550;0.7;0.1;160;0;0;854,3017;0;828,6282;951,0262;875,818426
6;150;500;0.7;0.1;30;;;994,45416;;;;;;800;600;0.7;0.1;160;0;0;843,04193;0;803,311;915,1625;861,236808
7;150;500;0.7;0.1;30;;;963,0586;;;;;;800;650;0.7;0.1;160;0;0;840,76697;0;825,5229;896,9522;843,180138
8;150;500;0.7;0.1;30;;;967,85034;;Best;Worst;Average;;800;700;0.7;0.1;160;0;0;881,34216;0;830,7645;901,3703;858,236085
9;150;500;0.7;0.1;30;;;922,38074;;853,6405;994,45416;918,131702;;800;750;0.7;0.1;160;0;0;814,4344;0;814,4344;953,1242;856,458801
0;150;550;0.7;0.1;30;;;912,0568;;;;;;800;800;0.7;0.1;160;0;0;863,9179;0;836,52594;912,25464;865,357322
1;150;550;0.7;0.1;30;;;999,2915;;;;;;800;850;0.7;0.1;160;0;0;865,48016;0;805,7012;967,29834;860,704605
2;150;550;0.7;0.1;30;;;1039,8186;;;;;;800;900;0.7;0.1;160;0;0;847,34076;0;804,0378;876,9803;843,934417
3;150;550;0.7;0.1;30;;;939,9659;;;;;;800;950;0.7;0.1;160;0;0;839,1036;0;818,7769;960,50433;874,046063
4;150;550;0.7;0.1;30;;;977,61554;;;;;;800;1000;0.7;0.1;160;0;0;816,5902;0;816,5902;1003,3364;872,631181
5;150;550;0.7;0.1;30;;;925,17053;;;;;;850;100;0.7;0.1;170;0;0;991,4529;0;832,41376;991,4529;884,362236
6;150;550;0.7;0.1;30;;;892,67145;;;;;;850;150;0.7;0.1;170;0;0;880,21265;0;797,87177;919,32;863,55663
7;150;550;0.7;0.1;30;;;854,9663;;;;;;850;200;0.7;0.1;170;0;0;870,18695;0;819,0175;917,6726;862,294799
8;150;550;0.7;0.1;30;;;825,3283;;Best;Worst;Average;;850;250;0.7;0.1;170;0;0;997,04425;0;823,01385;997,04425;884,972222
9;150;550;0.7;0.1;30;;;972,98395;;825,3283;1039,8186;933,986887;;850;300;0.7;0.1;170;0;0;906,05457;0;810,28766;977,40173;888,095704
0;150;600;0.7;0.1;30;;;863,078;;;;;;850;350;0.7;0.1;170;0;0;896,91034;0;838,47174;955,5676;886,795018
1;150;600;0.7;0.1;30;;;870,7443;;;;;;850;400;0.7;0.1;170;0;0;911,941;0;811,1895;971,4515;881,921069
2;150;600;0.7;0.1;30;;;878,87085;;;;;;850;450;0.7;0.1;170;0;0;861,4285;0;817,03845;957,9468;861,146806
3;150;600;0.7;0.1;30;;;902,0034;;;;;;850;500;0.7;0.1;170;0;0;829,2246;0;797,87177;899,6379;857,053975
4;150;600;0.7;0.1;30;;;1058,8938;;;;;;850;550;0.7;0.1;170;0;0;876,18634;0;844,37006;979,89667;885,58878
5;150;600;0.7;0.1;30;;;890,63617;;;;;;850;600;0.7;0.1;170;0;0;866,1628;0;843,0673;929,8864;881,498821
6;150;600;0.7;0.1;30;;;901,7162;;;;;;850;650;0.7;0.1;170;0;0;854,0296;0;819,57916;926,29913;870,938606
7;150;600;0.7;0.1;30;;;1034,6422;;;;;;850;700;0.7;0.1;170;0;0;855,2109;0;815,55695;951,9539;867,688159
8;150;600;0.7;0.1;30;;;917,17773;;Best;Worst;Average;;850;750;0.7;0.1;170;0;0;903,2909;0;815,43146;912,2634;867,670247
9;150;600;0.7;0.1;30;;;999,17456;;863,078;1058,8938;931,693721;;850;800;0.7;0.1;170;0;0;836,80914;0;810,57355;942,6432;869,710866
0;150;650;0.7;0.1;30;;;820,57574;;;;;;850;850;0.7;0.1;170;0;0;837,5388;0;821,1915;933,3951;864,493183
1;150;650;0.7;0.1;30;;;888,94464;;;;;;850;900;0.7;0.1;170;0;0;909,6696;0;811,069;929,1762;867,397867
2;150;650;0.7;0.1;30;;;903,5746;;;;;;850;950;0.7;0.1;170;0;0;857,411;0;826,84204;916,8702;861,798396
3;150;650;0.7;0.1;30;;;886,4286;;;;;;850;1000;0.7;0.1;170;0;0;865,2712;0;823,86884;895,66095;869,744201
4;150;650;0.7;0.1;30;;;868,81464;;;;;;900;100;0.7;0.1;180;0;0;893,18054;0;825,1701;946,1247;879,23355
5;150;650;0.7;0.1;30;;;894,67645;;;;;;900;150;0.7;0.1;180;0;0;844,4259;0;833,5646;965,93567;910,367284
6;150;650;0.7;0.1;30;;;997,56323;;;;;;900;200;0.7;0.1;180;0;0;894,2462;0;811,7958;894,2462;853,797456
7;150;650;0.7;0.1;30;;;858,23193;;;;;;900;250;0.7;0.1;180;0;0;855,3958;0;811,1895;935,1762;870,949205
8;150;650;0.7;0.1;30;;;900,37445;;Best;Worst;Average;;900;300;0.7;0.1;180;0;0;977,34216;0;810,6941;977,34216;869,706006
9;150;650;0.7;0.1;30;;;911,1734;;820,57574;997,56323;893,035768;;900;350;0.7;0.1;180;0;0;817,03845;0;807,8428;916,2595;851,423202
0;150;700;0.7;0.1;30;;;862,6098;;;;;;900;400;0.7;0.1;180;0;0;893,06226;0;812,3229;893,06226;845,9938
1;150;700;0.7;0.1;30;;;873,3117;;;;;;900;450;0.7;0.1;180;0;0;840,3703;0;834,14966;900,2982;852,313803
2;150;700;0.7;0.1;30;;;853,33936;;;;;;900;500;0.7;0.1;180;0;0;834,59863;0;802,0561;885,8083;846,432061
3;150;700;0.7;0.1;30;;;858,56903;;;;;;900;550;0.7;0.1;180;0;0;841,1722;0;803,31104;952,8634;853,093459
4;150;700;0.7;0.1;30;;;891,8343;;;;;;900;600;0.7;0.1;180;0;0;914,46124;0;812,78284;977,9141;874,009659
5;150;700;0.7;0.1;30;;;844,83344;;;;;;900;650;0.7;0.1;180;0;0;859,64374;0;814,3636;903,15955;856,229317
6;150;700;0.7;0.1;30;;;834,14966;;;;;;900;700;0.7;0.1;180;0;0;863,4806;0;842,2615;1016,56885;881,920074
7;150;700;0.7;0.1;30;;;914,8817;;;;;;900;750;0.7;0.1;180;0;0;840,1934;0;830,8929;885,68677;849,799804
8;150;700;0.7;0.1;30;;;880,78217;;Best;Worst;Average;;900;800;0.7;0.1;180;0;0;885,29034;0;832,63354;893,111;855,803074
9;150;700;0.7;0.1;30;;;959,22034;;834,14966;959,22034;877,35315;;900;850;0.7;0.1;180;0;0;924,3762;0;811,1895;924,3762;864,279498
0;150;750;0.7;0.1;30;;;899,38446;;;;;;900;900;0.7;0.1;180;0;0;850,663;0;837,53876;895,85486;863,109395
1;150;750;0.7;0.1;30;;;885,18225;;;;;;900;950;0.7;0.1;180;0;0;848,5938;0;814,88275;984,87604;871,910764
2;150;750;0.7;0.1;30;;;935,0063;;;;;;900;1000;0.7;0.1;180;0;0;848,75726;0;804,03784;946,3186;876,64146
3;150;750;0.7;0.1;30;;;968,1973;;;;;;950;100;0.7;0.1;190;0;0;812,78284;0;812,78284;909,41406;855,053347
4;150;750;0.7;0.1;30;;;893,77264;;;;;;950;150;0.7;0.1;190;0;0;845,93207;0;824,76965;942,6951;878,908603
5;150;750;0.7;0.1;30;;;858,75354;;;;;;950;200;0.7;0.1;190;0;0;838,2273;0;825,2554;969,4363;871,814869
6;150;750;0.7;0.1;30;;;1059,323;;;;;;950;250;0.7;0.1;190;0;0;861,52026;0;836,51184;913,5441;857,314078
7;150;750;0.7;0.1;30;;;921,92365;;;;;;950;300;0.7;0.1;190;0;0;864,2789;0;818,7769;962,34155;881,970985
8;150;750;0.7;0.1;30;;;973,8821;;Best;Worst;Average;;950;350;0.7;0.1;190;0;0;846,00244;0;821,02856;904,07635;861,222616
9;150;750;0.7;0.1;30;;;966,6244;;858,75354;1059,323;936,204964;;950;400;0.7;0.1;190;0;0;911,2216;0;851,5227;980,8387;889,937325
0;150;800;0.7;0.1;30;;;835,64703;;;;;;950;450;0.7;0.1;190;0;0;825,1397;0;808,6391;917,35205;859,525376
1;150;800;0.7;0.1;30;;;856,9356;;;;;;950;500;0.7;0.1;190;0;0;885,9696;0;821,64325;922,4831;874,509921
2;150;800;0.7;0.1;30;;;850,91125;;;;;;950;550;0.7;0.1;190;0;0;933,7696;0;801,3984;936,60815;858,555046
3;150;800;0.7;0.1;30;;;1017,1907;;;;;;950;600;0.7;0.1;190;0;0;881,0953;0;804,5649;942,2931;856,9838
4;150;800;0.7;0.1;30;;;940,2332;;;;;;950;650;0.7;0.1;190;0;0;811,1328;0;803,1278;923,0461;847,084279
5;150;800;0.7;0.1;30;;;845,7123;;;;;;950;700;0.7;0.1;190;0;0;922,7374;0;810,5735;922,7374;856,517333
6;150;800;0.7;0.1;30;;;872,2582;;;;;;950;750;0.7;0.1;190;0;0;854,78906;0;812,7828;896,21704;859,084186
7;150;800;0.7;0.1;30;;;883,86005;;;;;;950;800;0.7;0.1;190;0;0;931,9383;0;803,39355;979,7207;869,159927
8;150;800;0.7;0.1;30;;;864,6714;;Best;Worst;Average;;950;850;0.7;0.1;190;0;0;838,39886;0;832,25214;918,22565;868,259671
9;150;800;0.7;0.1;30;;;909,8129;;835,64703;1017,1907;887,723263;;950;900;0.7;0.1;190;0;0;862,2773;0;816,4642;910,04767;851,189546
0;150;850;0.7;0.1;30;;;848,75726;;;;;;950;950;0.7;0.1;190;0;0;881,57715;0;827,69257;900,87476;868,032657
1;150;850;0.7;0.1;30;;;894,741;;;;;;950;1000;0.7;0.1;190;0;0;880,5143;0;810,5735;932,2746;856,086289
2;150;850;0.7;0.1;30;;;867,8833;;;;;;1000;100;0.7;0.1;200;0;0;894,374;0;845,5261;916,3828;877,544704
3;150;850;0.7;0.1;30;;;933,6892;;;;;;1000;150;0.7;0.1;200;0;0;964,50574;0;823,01385;964,50574;877,28755
4;150;850;0.7;0.1;30;;;899,25116;;;;;;1000;200;0.7;0.1;200;0;0;831,5573;0;797,87177;928,747;866,043992
5;150;850;0.7;0.1;30;;;926,2114;;;;;;1000;250;0.7;0.1;200;0;0;875,8982;0;810,69403;914,81415;867,077237
6;150;850;0.7;0.1;30;;;881,9002;;;;;;1000;300;0.7;0.1;200;0;0;834,89075;0;808,0328;963,6632;862,258442
7;150;850;0.7;0.1;30;;;878,2053;;;;;;1000;350;0.7;0.1;200;0;0;919,7501;0;824,8902;942,8664;883,9011
8;150;850;0.7;0.1;30;;;851,2632;;Best;Worst;Average;;1000;400;0.7;0.1;200;0;0;892,5532;0;804,1853;931,8789;850,26395
9;150;850;0.7;0.1;30;;;880,9405;;848,75726;933,6892;886,284252;;1000;450;0.7;0.1;200;0;0;847,9208;0;811,8274;970,2333;880,521074
0;150;900;0.7;0.1;30;;;853,34076;;;;;;1000;500;0.7;0.1;200;0;0;844,90216;0;810,6941;945,28516;862,665629
1;150;900;0.7;0.1;30;;;837,37;;;;;;1000;550;0.7;0.1;200;0;0;834,5111;0;811,30035;962,04474;851,583822
2;150;900;0.7;0.1;30;;;959,30743;;;;;;1000;600;0.7;0.1;200;0;0;934,0518;0;832,02734;934,0518;852,913673
3;150;900;0.7;0.1;30;;;883,5514;;;;;;1000;650;0.7;0.1;200;0;0;927,6179;0;802,1264;927,6179;848,375611
4;150;900;0.7;0.1;30;;;1052,6372;;;;;;1000;700;0.7;0.1;200;0;0;870,3197;0;810,6052;884,2992;856,883991
5;150;900;0.7;0.1;30;;;840,2416;;;;;;1000;750;0.7;0.1;200;0;0;866,6531;0;801,8739;880,23883;842,816237
6;150;900;0.7;0.1;30;;;892,0211;;;;;;1000;800;0.7;0.1;200;0;0;866,28534;0;818,0763;942,35;851,102896
7;150;900;0.7;0.1;30;;;869,00323;;;;;;1000;850;0.7;0.1;200;0;0;837,8551;0;822,9847;903,7723;862,744381
8;150;900;0.7;0.1;30;;;874,0953;;Best;Worst;Average;;1000;900;0.7;0.1;200;0;0;846,5723;0;801,8739;957,3269;860,355733
9;150;900;0.7;0.1;30;;;963,28394;;837,37;1052,6372;902,485196;;1000;950;0.7;0.1;200;0;0;869,4664;0;821,6093;894,11835;855,978319
0;150;950;0.7;0.1;30;;;862,30774;;;;;;1000;1000;0.7;0.1;200;0;0;834,3251;0;832,892;927,81976;857,023916
1;150;950;0.7;0.1;30;;;856,06165;;;;;;;;;;;;;;;;;
2;150;950;0.7;0.1;30;;;838,6471;;;;;;;;;;;;;;;;;
3;150;950;0.7;0.1;30;;;923,65393;;;;;;;;;;;;;;;;;
4;150;950;0.7;0.1;30;;;888,87366;;;;;;;;;;;;;;;;;
5;150;950;0.7;0.1;30;;;834,0527;;;;;;;;;;;;;;;;;
6;150;950;0.7;0.1;30;;;898,41016;;;;;;;;;;;;;;;;;
7;150;950;0.7;0.1;30;;;905,7599;;;;;;;;;;;;;;;;;
8;150;950;0.7;0.1;30;;;825,94006;;Best;Worst;Average;;;;;;;;;;;;;
9;150;950;0.7;0.1;30;;;928,1661;;825,94006;928,1661;876,1873;;;;;;;;;;;;;
0;150;1000;0.7;0.1;30;;;851,11273;;;;;;;;;;;;;;;;;
1;150;1000;0.7;0.1;30;;;904,1745;;;;;;;;;;;;;;;;;
2;150;1000;0.7;0.1;30;;;845,7015;;;;;;;;;;;;;;;;;
3;150;1000;0.7;0.1;30;;;892,8131;;;;;;;;;;;;;;;;;
4;150;1000;0.7;0.1;30;;;916,0064;;;;;;;;;;;;;;;;;
5;150;1000;0.7;0.1;30;;;878,2821;;;;;;;;;;;;;;;;;
6;150;1000;0.7;0.1;30;;;887,2654;;;;;;;;;;;;;;;;;
7;150;1000;0.7;0.1;30;;;930,3423;;;;;;;;;;;;;;;;;
8;150;1000;0.7;0.1;30;;;854,0771;;Best;Worst;Average;;;;;;;;;;;;;
9;150;1000;0.7;0.1;30;;;940,83075;;845,7015;940,83075;890,060588;;;;;;;;;;;;;
0;200;100;0.7;0.1;40;;;994,94446;;;;;;;;;;;;;;;;;
1;200;100;0.7;0.1;40;;;992,347;;;;;;;;;;;;;;;;;
2;200;100;0.7;0.1;40;;;961,9956;;;;;;;;;;;;;;;;;
3;200;100;0.7;0.1;40;;;850,1387;;;;;;;;;;;;;;;;;
4;200;100;0.7;0.1;40;;;989,90045;;;;;;;;;;;;;;;;;
5;200;100;0.7;0.1;40;;;892,37445;;;;;;;;;;;;;;;;;
6;200;100;0.7;0.1;40;;;947,54486;;;;;;;;;;;;;;;;;
7;200;100;0.7;0.1;40;;;825,44714;;;;;;;;;;;;;;;;;
8;200;100;0.7;0.1;40;;;928,4534;;Best;Worst;Average;;;;;;;;;;;;;
9;200;100;0.7;0.1;40;;;962,8988;;825,44714;994,94446;934,604486;;;;;;;;;;;;;
0;200;150;0.7;0.1;40;;;981,43933;;;;;;;;;;;;;;;;;
1;200;150;0.7;0.1;40;;;939,0749;;;;;;;;;;;;;;;;;
2;200;150;0.7;0.1;40;;;986,3481;;;;;;;;;;;;;;;;;
3;200;150;0.7;0.1;40;;;918,4776;;;;;;;;;;;;;;;;;
4;200;150;0.7;0.1;40;;;900,19104;;;;;;;;;;;;;;;;;
5;200;150;0.7;0.1;40;;;934,5135;;;;;;;;;;;;;;;;;
6;200;150;0.7;0.1;40;;;873,0036;;;;;;;;;;;;;;;;;
7;200;150;0.7;0.1;40;;;913,785;;;;;;;;;;;;;;;;;
8;200;150;0.7;0.1;40;;;905,38806;;Best;Worst;Average;;;;;;;;;;;;;
9;200;150;0.7;0.1;40;;;821,97296;;821,97296;986,3481;917,419409;;;;;;;;;;;;;
0;200;200;0.7;0.1;40;;;1032,5547;;;;;;;;;;;;;;;;;
1;200;200;0.7;0.1;40;;;1026,616;;;;;;;;;;;;;;;;;
2;200;200;0.7;0.1;40;;;898,7876;;;;;;;;;;;;;;;;;
3;200;200;0.7;0.1;40;;;878,2147;;;;;;;;;;;;;;;;;
4;200;200;0.7;0.1;40;;;922,8552;;;;;;;;;;;;;;;;;
5;200;200;0.7;0.1;40;;;886,8719;;;;;;;;;;;;;;;;;
6;200;200;0.7;0.1;40;;;897,8149;;;;;;;;;;;;;;;;;
7;200;200;0.7;0.1;40;;;977,53595;;;;;;;;;;;;;;;;;
8;200;200;0.7;0.1;40;;;836,62634;;Best;Worst;Average;;;;;;;;;;;;;
9;200;200;0.7;0.1;40;;;1065,4762;;836,62634;1065,4762;942,335349;;;;;;;;;;;;;
0;200;250;0.7;0.1;40;;;925,09625;;;;;;;;;;;;;;;;;
1;200;250;0.7;0.1;40;;;947,3392;;;;;;;;;;;;;;;;;
2;200;250;0.7;0.1;40;;;952,6593;;;;;;;;;;;;;;;;;
3;200;250;0.7;0.1;40;;;840,4197;;;;;;;;;;;;;;;;;
4;200;250;0.7;0.1;40;;;900,132;;;;;;;;;;;;;;;;;
5;200;250;0.7;0.1;40;;;854,2725;;;;;;;;;;;;;;;;;
