0; 1030.2435;1030.2435;1260.898;1030.2435
1; 1030.2435;1030.2435;1307.2958;1030.2435
2; 1030.2435;1030.2435;1337.382;1030.2435
3; 1030.2435;1030.2435;1235.9044;1030.2435
4; 1026.2706;1026.2706;1327.6136;1026.2706
5; 1025.8501;1025.8501;1449.1827;1025.8501
6; 1025.8501;1025.8501;1371.43;1025.8501
7; 1021.5732;1021.5732;1415.7719;1021.5732
8; 1021.5732;1021.5732;1314.4043;1021.5732
9; 1020.08514;1020.08514;1403.1074;1020.08514
10; 1020.08514;1020.08514;1289.0142;1020.08514
11; 1020.08514;1020.08514;1326.3124;1020.08514
12; 1020.08514;1020.08514;1379.8966;1020.08514
13; 1016.51324;1016.51324;1332.149;1016.51324
14; 1016.51324;1016.51324;1330.5336;1016.51324
15; 1016.0694;1016.0694;1379.538;1016.0694
16; 1016.0694;1016.0694;1360.6826;1016.0694
17; 1016.0694;1016.0694;1306.9677;1016.0694
18; 1015.00494;1015.00494;1348.4199;1015.00494
19; 997.1922;997.1922;1424.5504;997.1922
20; 1002.2373;1002.2373;1298.9357;997.1922
21; 1002.2373;1002.2373;1314.051;997.1922
22; 1002.2373;1002.2373;1351.8658;997.1922
23; 1002.2373;1002.2373;1290.8029;997.1922
24; 1002.2373;1002.2373;1344.386;997.1922
25; 1002.2373;1002.2373;1397.4537;997.1922
26; 997.1922;997.1922;1374.2346;997.1922
27; 997.1922;997.1922;1360.2572;997.1922
28; 997.1922;997.1922;1293.2266;997.1922
29; 997.1922;997.1922;1339.6467;997.1922
30; 997.1922;997.1922;1342.7795;997.1922
31; 990.6755;990.6755;1360.2572;990.6755
32; 990.6755;990.6755;1370.7467;990.6755
33; 990.6755;990.6755;1371.6727;990.6755
34; 990.6755;990.6755;1349.9243;990.6755
35; 990.6755;990.6755;1418.222;990.6755
36; 990.6755;990.6755;1370.7467;990.6755
37; 981.5435;981.5435;1399.3877;981.5435
38; 981.5435;981.5435;1277.5326;981.5435
39; 1000.90704;1000.90704;1417.6976;981.5435
40; 1000.90704;1000.90704;1368.4421;981.5435
41; 1000.90704;1000.90704;1353.5709;981.5435
42; 1000.90704;1000.90704;1408.2693;981.5435
43; 981.5435;981.5435;1258.4707;981.5435
44; 981.5435;981.5435;1350.011;981.5435
45; 981.5435;981.5435;1338.1414;981.5435
46; 981.5435;981.5435;1399.3113;981.5435
47; 969.2364;969.2364;1311.9701;969.2364
48; 969.2364;969.2364;1360.0278;969.2364
49; 957.9592;957.9592;1283.1777;957.9592
50; 957.9592;957.9592;1297.197;957.9592
51; 931.7103;931.7103;1407.0149;931.7103
52; 930.3219;930.3219;1389.5526;930.3219
53; 926.7954;926.7954;1252.4403;926.7954
54; 926.7954;926.7954;1252.8523;926.7954
55; 926.7954;926.7954;1420.4211;926.7954
56; 926.7954;926.7954;1305.6515;926.7954
57; 926.7954;926.7954;1219.3799;926.7954
58; 926.7954;926.7954;1259.9381;926.7954
59; 926.7954;926.7954;1312.8589;926.7954
60; 936.5393;936.5393;1297.2557;926.7954
61; 920.91907;920.91907;1292.3883;920.91907
62; 920.919;920.919;1233.3112;920.919
63; 929.16907;929.16907;1322.1166;920.919
64; 920.5181;920.5181;1343.06;920.5181
65; 917.7287;917.7287;1356.2175;917.7287
66; 909.57196;909.57196;1296.6344;909.57196
67; 909.57196;909.57196;1297.1387;909.57196
68; 909.57196;909.57196;1293.0878;909.57196
69; 909.57196;909.57196;1329.4075;909.57196
70; 903.3106;903.3106;1305.6807;903.3106
71; 903.3106;903.3106;1249.4147;903.3106
72; 903.3106;903.3106;1267.5493;903.3106
73; 906.83716;906.83716;1319.9163;903.3106
74; 910.19934;910.19934;1280.3201;903.3106
75; 910.19934;910.19934;1303.1733;903.3106
76; 900.5212;900.5212;1302.4438;900.5212
77; 898.4258;898.4258;1192.8828;898.4258
78; 898.4258;898.4258;1264.8853;898.4258
79; 898.4258;898.4258;1224.2513;898.4258
80; 898.4258;898.4258;1228.2478;898.4258
81; 898.4258;898.4258;1318.313;898.4258
82; 898.4258;898.4258;1200.7969;898.4258
83; 898.4258;898.4258;1214.887;898.4258
84; 898.4258;898.4258;1309.3549;898.4258
85; 898.4258;898.4258;1266.0177;898.4258
86; 898.4258;898.4258;1361.9982;898.4258
87; 898.4258;898.4258;1281.9852;898.4258
88; 898.4258;898.4258;1236.58;898.4258
89; 898.4258;898.4258;1252.9392;898.4258
90; 919.87506;919.87506;1266.0177;898.4258
91; 919.87506;919.87506;1215.3153;898.4258
92; 908.15216;908.15216;1242.1963;898.4258
93; 908.15216;908.15216;1275.3842;898.4258
94; 886.7029;886.7029;1235.637;886.7029
95; 886.7029;886.7029;1245.8127;886.7029
96; 886.7029;886.7029;1257.0067;886.7029
97; 886.7029;886.7029;1274.1696;886.7029
98; 891.9668;891.9668;1231.6185;886.7029
99; 892.388;892.388;1316.0483;886.7029
100; 892.388;892.388;1246.1925;886.7029
101; 891.9668;891.9668;1248.7328;886.7029
102; 891.9668;891.9668;1253.9237;886.7029
103; 891.9668;891.9668;1255.1947;886.7029
104; 891.9668;891.9668;1289.0931;886.7029
105; 891.9668;891.9668;1242.141;886.7029
106; 891.9668;891.9668;1253.9237;886.7029
107; 891.9668;891.9668;1218.0951;886.7029
108; 891.9668;891.9668;1259.2903;886.7029
109; 891.9668;891.9668;1245.258;886.7029
110; 891.9668;891.9668;1238.6659;886.7029
111; 891.9668;891.9668;1255.1947;886.7029
112; 891.9668;891.9668;1316.0483;886.7029
113; 891.9668;891.9668;1270.7428;886.7029
114; 891.9668;891.9668;1264.8761;886.7029
115; 898.22815;898.22815;1233.7465;886.7029
116; 898.22815;898.22815;1348.2322;886.7029
117; 898.22815;898.22815;1388.0431;886.7029
118; 894.70166;894.70166;1380.3624;886.7029
119; 894.70166;894.70166;1363.1213;886.7029
120; 894.70166;894.70166;1360.1324;886.7029
121; 894.70166;894.70166;1310.8832;886.7029
122; 894.70166;894.70166;1304.1394;886.7029
123; 894.70166;894.70166;1334.6176;886.7029
124; 894.70166;894.70166;1291.9817;886.7029
125; 894.70166;894.70166;1330.2601;886.7029
126; 894.70166;894.70166;1332.8763;886.7029
127; 894.70166;894.70166;1304.6556;886.7029
128; 894.70166;894.70166;1314.5696;886.7029
129; 894.70166;894.70166;1359.8528;886.7029
130; 894.70166;894.70166;1332.8763;886.7029
131; 895.12286;895.12286;1362.3826;886.7029
132; 895.12286;895.12286;1388.3832;886.7029
133; 895.1229;895.1229;1281.5543;886.7029
134; 895.1229;895.1229;1319.1304;886.7029
135; 895.1229;895.1229;1336.5526;886.7029
136; 895.1229;895.1229;1276.3605;886.7029
137; 895.1229;895.1229;1410.4431;886.7029
138; 902.68445;902.68445;1340.0046;886.7029
139; 902.68445;902.68445;1426.2043;886.7029
140; 919.20667;919.20667;1399.671;886.7029
141; 919.20667;919.20667;1345.56;886.7029
142; 919.20667;919.20667;1292.9288;886.7029
143; 902.68445;902.68445;1428.028;886.7029
144; 902.68445;902.68445;1407.6537;886.7029
145; 902.68445;902.68445;1322.3394;886.7029
146; 892.92163;892.92163;1329.0378;886.7029
147; 892.92163;892.92163;1325.082;886.7029
148; 886.87286;886.87286;1386.3177;886.7029
149; 886.87286;886.87286;1351.5961;886.7029
150; 886.87286;886.87286;1423.8811;886.7029
151; 886.87286;886.87286;1336.8926;886.7029
152; 886.87286;886.87286;1331.0321;886.7029
153; 886.87286;886.87286;1331.9066;886.7029
154; 886.87286;886.87286;1414.3987;886.7029
155; 886.87286;886.87286;1347.6924;886.7029
156; 886.87286;886.87286;1337.2625;886.7029
157; 886.87286;886.87286;1278.1765;886.7029
158; 886.87286;886.87286;1430.0945;886.7029
159; 880.6115;880.6115;1408.9655;880.6115
160; 880.6115;880.6115;1414.5508;880.6115
161; 880.6115;880.6115;1346.0875;880.6115
162; 880.6115;880.6115;1425.8743;880.6115
163; 880.6115;880.6115;1256.0306;880.6115
164; 880.6115;880.6115;1222.7186;880.6115
165; 881.03204;881.03204;1302.3135;880.6115
166; 881.03204;881.03204;1199.5826;880.6115
167; 909.6532;909.6532;1231.3109;880.6115
168; 909.6532;909.6532;1236.5034;880.6115
169; 913.17975;913.17975;1229.3308;880.6115
170; 920.7657;920.7657;1295.3998;880.6115
171; 886.9405;886.9405;1290.2075;880.6115
172; 865.1368;865.1368;1200.9299;865.1368
173; 865.1368;865.1368;1297.4138;865.1368
174; 889.96954;889.96954;1302.615;865.1368
175; 889.96954;889.96954;1295.875;865.1368
176; 889.96954;889.96954;1327.4265;865.1368
177; 887.9002;887.9002;1327.4478;865.1368
178; 865.03656;865.03656;1289.1628;865.03656
179; 865.03656;865.03656;1214.5121;865.03656
180; 865.03656;865.03656;1244.9142;865.03656
181; 865.03656;865.03656;1324.0939;865.03656
182; 865.03656;865.03656;1248.4222;865.03656
183; 865.03656;865.03656;1237.4751;865.03656
184; 865.03656;865.03656;1241.363;865.03656
185; 869.6933;869.6933;1329.3832;865.03656
186; 923.2967;923.2967;1328.7505;865.03656
187; 915.403;915.403;1362.8942;865.03656
188; 904.35223;904.35223;1343.5442;865.03656
189; 904.35223;904.35223;1346.7528;865.03656
190; 904.35223;904.35223;1350.6199;865.03656
191; 899.4675;899.4675;1358.3209;865.03656
192; 898.9627;898.9627;1315.434;865.03656
193; 895.23627;895.23627;1293.8895;865.03656
194; 884.6539;884.6539;1418.2197;865.03656
195; 881.30084;881.30084;1321.8188;865.03656
196; 872.3773;872.3773;1444.4349;865.03656
197; 872.3773;872.3773;1438.1674;865.03656
198; 872.3773;872.3773;1383.111;865.03656
199; 855.9116;855.9116;1301.7091;855.9116
200; 853.1375;853.1375;1249.039;853.1375
201; 853.1375;853.1375;1304.1942;853.1375
202; 853.8375;853.8375;1243.8196;853.1375
203; 853.8375;853.8375;1260.8105;853.1375
204; 853.8375;853.8375;1282.2418;853.1375
205; 853.8375;853.8375;1229.9108;853.1375
206; 853.8375;853.8375;1228.2755;853.1375
207; 853.8375;853.8375;1308.3633;853.1375
208; 853.1663;853.1663;1305.5784;853.1375
209; 853.1663;853.1663;1351.1475;853.1375
210; 853.1663;853.1663;1380.6107;853.1375
211; 853.1663;853.1663;1380.6107;853.1375
212; 853.1663;853.1663;1351.1475;853.1375
213; 851.2076;851.2076;1335.1167;851.2076
214; 836.5621;836.5621;1263.9236;836.5621
215; 836.5621;836.5621;1234.1051;836.5621
216; 836.5621;836.5621;1273.2931;836.5621
217; 835.9562;835.9562;1321.6195;835.9562
218; 835.9562;835.9562;1269.3528;835.9562
219; 835.9562;835.9562;1289.4409;835.9562
220; 835.9562;835.9562;1275.5012;835.9562
221; 835.9562;835.9562;1265.6763;835.9562
222; 835.9562;835.9562;1304.1351;835.9562
223; 835.9562;835.9562;1238.137;835.9562
224; 835.9562;835.9562;1289.4409;835.9562
225; 835.9562;835.9562;1208.8019;835.9562
226; 835.9562;835.9562;1353.1376;835.9562
227; 836.11395;836.11395;1321.0135;835.9562
228; 836.11395;836.11395;1206.1451;835.9562
229; 836.11395;836.11395;1350.1025;835.9562
230; 836.11395;836.11395;1353.2955;835.9562
231; 836.11395;836.11395;1244.604;835.9562
232; 836.11395;836.11395;1292.0492;835.9562
233; 836.11395;836.11395;1361.2068;835.9562
234; 832.3953;832.3953;1255.642;832.3953
235; 832.3953;832.3953;1285.8379;832.3953
236; 832.3953;832.3953;1265.0403;832.3953
237; 832.3953;832.3953;1368.185;832.3953
238; 832.3953;832.3953;1265.0403;832.3953
239; 832.3953;832.3953;1353.2448;832.3953
240; 814.2109;814.2109;1460.8075;814.2109
241; 814.2109;814.2109;1428.9077;814.2109
242; 814.2109;814.2109;1343.0486;814.2109
243; 814.2109;814.2109;1258.3219;814.2109
244; 814.2109;814.2109;1290.3203;814.2109
245; 814.2109;814.2109;1292.8678;814.2109
